id,label
08,10115
10,10117
12,10119
22,10178
23,10179
32,10243
34,10245
35,10247
36,10249
43,10315
44,10317
45,10318
46,10319
53,10365
54,10367
55,10369
57,10405
58,10407
60,10409
66,10435
67,10437
68,10439
72,10551
74,10553
75,10555
77,10557
78,10559
81,10585
82,10587
83,10589
86,10623
87,10625
88,10627
89,10629
96,10707
97,10709
98,10711
99,10713
100,10715
101,10717
102,10719
108,10777
109,10779
110,10781
111,10783
113,10785
115,10787
117,10789
123,10823
124,10825
125,10827
126,10829
142,10961
143,10963
144,10965
146,10967
147,10969
152,10997
154,10999
161,12043
162,12045
163,12047
164,12049
165,12051
166,12053
168,12055
169,12057
170,12059
173,12099
174,12101
176,12103
177,12105
178,12107
179,12109
182,12157
183,12159
184,12161
185,12163
186,12165
187,12167
188,12169
192,12203
193,12205
195,12207
196,12209
198,12247
199,12249
202,12277
203,12279
204,12305
205,12307
206,12309
210,12347
211,12349
212,12351
213,12353
214,12355
215,12357
216,12359
222,12435
224,12437
225,12439
227,12459
228,12487
229,12489
234,12524
235,12526
236,12527
241,12555
242,12557
243,12559
246,12587
247,12589
250,12619
251,12621
252,12623
253,12627
254,12629
259,12679
260,12681
261,12683
262,12685
263,12687
264,12689
272,13051
273,13053
275,13055
276,13057
277,13059
282,13086
283,13088
284,13089
289,13125
290,13127
291,13129
292,13156
293,13158
294,13159
297,13187
298,13189
301,13347
302,13349
304,13351
305,13353
307,13355
309,13357
311,13359
313,13403
314,13405
315,13407
317,13409
319,13435
320,13437
321,13439
323,13465
324,13467
325,13469
327,13503
329,13505
331,13507
333,13509
342,13581
343,13583
344,13585
345,13587
346,13589
347,13591
348,13593
349,13595
351,13597
352,13599
353,13627
354,13629
359,14050
360,14052
361,14053
362,14055
363,14057
364,14059
366,14089
369,14109
371,14129
375,14163
376,14165
377,14167
379,14169
388,14193
390,14195
392,14197
394,14199
991,9999999
