id,t1_mean,t1_median,t2_mean,t2_median,t3_mean,t3_median,t4_mean,t4_median,t5_mean,t5_median,t6_mean,t6_median,t7_mean,t7_median,t8_mean,t8_median,t9_mean,t9_median,t10_mean,t10_median,t11_mean,t11_median,t12_mean,t12_median
253,8.5,8.5,9.333333333333334,9,10,10,9.4,9,8.5,8.5,7.571428571428571,8,7.625,8,7.555555555555555,8,7.6,8,7,8,7.083333333333333,8,7.076923076923077,8
254,24.5,24.5,24.666666666666668,25,22.5,20.5,19.4,16,19.166666666666668,17,17.285714285714285,16,16.125,14.5,15.444444444444445,13,15.7,14.5,14.727272727272727,13,NaN,NaN,NaN,NaN
257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,0,0,0,0,0,0,0,0,0.5,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
260,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0
261,3.5,3.5,5.666666666666667,4,5,3.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
262,5.5,5.5,4,3,3,2,2.6,1,2.3333333333333335,1,2.4285714285714284,1,2.5,2,2.5555555555555554,3,3.6,3,3.6363636363636362,3,3.5833333333333335,3,3.3076923076923075,3
263,10.5,10.5,9,6,8.5,6.5,7.6,6,7,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
264,0,0,0.6666666666666666,0,1,1,1,1,1.1666666666666667,1.5,1.1428571428571428,1,1.125,1,1.2222222222222223,1,1.3,1.5,1.3636363636363635,2,1.3333333333333333,1.5,1.3846153846153846,2
265,2.5,2.5,1.6666666666666667,1,1.25,0.5,1,0,0.8333333333333334,0,0.7142857142857143,0,0.625,0,0.5555555555555556,0,0.5,0,0.45454545454545453,0,0.4166666666666667,0,0.38461538461538464,0
266,33.5,33.5,24,25,21,18.5,17.4,12,14.833333333333334,8.5,13.142857142857142,5,12.375,6,11.333333333333334,5,10.6,4.5,10.090909090909092,5,9.333333333333334,4.5,8.76923076923077,4
267,5.5,5.5,4.333333333333333,4,4.25,4,5.2,4,5,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
268,0,0,0,0,0.75,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
269,7,7,6,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
270,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,NaN,NaN
274,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
276,1,1,0.6666666666666666,1,0.5,0.5,0.4,0,0.8333333333333334,0.5,0.7142857142857143,0,0.875,0.5,0.7777777777777778,0,0.7,0,0.6363636363636364,0,0.6666666666666666,0,0.6153846153846154,0
277,54.5,54.5,48.666666666666664,43,47.75,44,49.8,45,47.833333333333336,44,46,43,44.25,40.5,42.333333333333336,38,41.2,37.5,40.54545454545455,37,42.583333333333336,37.5,42,37
278,0,0,0,0,0,0,0.4,0,0.5,0,0.7142857142857143,0,0.625,0,0.5555555555555556,0,0.5,0,0.45454545454545453,0,0.4166666666666667,0,0.38461538461538464,0
279,1.5,1.5,1.3333333333333333,1,1.5,1.5,1.6,2,1.6666666666666667,2,1.4285714285714286,2,1.375,1.5,1.2222222222222223,1,1.3,1.5,1.2727272727272727,1,1.1666666666666667,1,1.1538461538461537,1
283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4444444444444444,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
284,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.5714285714285714,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
285,0,0,0.3333333333333333,0,0.75,0.5,1,1,1,1,0.8571428571428571,1,1,1,0.8888888888888888,1,0.8,0.5,0.7272727272727273,0,0.8333333333333334,0.5,0.7692307692307693,0
287,2,2,1.3333333333333333,1,1,0.5,0.8,0,1,0.5,0.8571428571428571,0,0.875,0.5,0.7777777777777778,0,0.7,0,0.6363636363636364,0,0.5833333333333334,0,0.5384615384615384,0
289,NaN,NaN,1.6666666666666667,1,2.75,2.5,2.2,1,2.5,2.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
291,0,0,0,0,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
293,10,10,8,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
294,5,5,4.666666666666667,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
295,15.5,15.5,12.666666666666666,10,12.25,10.5,10.8,10,10.333333333333334,9,10.285714285714286,10,11.875,10,11.777777777777779,10,12.2,10.5,11.818181818181818,10,11,10,10.538461538461538,10
297,2.5,2.5,3,3,2.75,2.5,2.4,2,2.3333333333333335,2,2.142857142857143,2,2.125,2,2.2222222222222223,2,2.3,2,2.3636363636363638,2,2.1666666666666665,2,2,2
298,0,0,0,0,0,0,0,0,0,0,0.14285714285714285,0,0.25,0,0.3333333333333333,0,0.4,0,0.45454545454545453,0,0.75,0.5,NaN,NaN
300,16.5,16.5,12,14,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
301,5.5,5.5,5.333333333333333,5,4,3.5,4.2,5,3.8333333333333335,3.5,3.4285714285714284,2,3.5,3,4,4,4.2,4.5,4.090909090909091,4,4.083333333333333,4,3.8461538461538463,4
302,1,1,0.6666666666666666,1,0.5,0.5,0.4,0,0.3333333333333333,0,0.2857142857142857,0,0.25,0,0.2222222222222222,0,0.2,0,0.18181818181818182,0,0.16666666666666666,0,0.15384615384615385,0
303,2,2,1.6666666666666667,1,1.75,1.5,1.6,1,1.6666666666666667,1.5,1.4285714285714286,1,1.375,1,1.2222222222222223,1,1.1,1,1,1,0.9166666666666666,1,0.8461538461538461,1
304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,0,0,0.3333333333333333,0,0.75,0.5,1,1,1.1666666666666667,1.5,1,1,1.125,1.5,1,1,0.9,0.5,0.8181818181818182,0,0.8333333333333334,0.5,0.7692307692307693,0
306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1111111111111111,0,0.1,0,0.36363636363636365,0,0.5,0,0.6153846153846154,0
309,1.5,1.5,1.3333333333333333,1,1.75,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
310,1.5,1.5,2,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
311,28.5,28.5,23,26,19.5,19,17.8,12,15.333333333333334,11.5,14.714285714285714,11,13.375,11,12.11111111111111,11,14,11,13.181818181818182,11,12.583333333333334,10,12.307692307692308,9
312,2,2,2,2,1.75,1.5,1.6,1,1.8333333333333333,1.5,1.5714285714285714,1,1.5,1,1.5555555555555556,1,1.4,1,1.3636363636363635,1,1.3333333333333333,1,1.2307692307692308,1
313,0,0,0,0,0.5,0,0.6,0,0.5,0,0.42857142857142855,0,0.5,0,0.4444444444444444,0,0.6,0,0.6363636363636364,0,0.5833333333333334,0,0.5384615384615384,0
314,31,31,25,25,21.75,19,19,13,16.833333333333332,12.5,16.285714285714285,13,15.5,12.5,14.11111111111111,12,13.6,11,12.636363636363637,10,11.916666666666666,9.5,11.307692307692308,9
317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2222222222222222,0,0.2,0,0.18181818181818182,0,0.16666666666666666,0,0.15384615384615385,0
320,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.8333333333333334,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
321,0,0,0.3333333333333333,0,0.75,0.5,0.8,1,0.8333333333333334,1,0.7142857142857143,1,0.625,0.5,0.5555555555555556,0,0.7,0.5,0.6363636363636364,0,0.6666666666666666,0.5,0.6153846153846154,0
324,1.5,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
325,0,0,1.3333333333333333,0,2,2,2,2,2.6666666666666665,3,2.2857142857142856,2,2.125,1.5,2.3333333333333335,2,2.5,3,2.4545454545454546,2,2.4166666666666665,2,2.230769230769231,2
326,4.5,4.5,4.333333333333333,4,6,5,6.2,6,5.666666666666667,5,6,6,5.5,5,5.333333333333333,4,5.8,5,5.636363636363637,4,5.166666666666667,4,4.769230769230769,4
327,0,0,0,0,0,0,0,0,0.5,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
328,2.5,2.5,2.6666666666666665,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
329,1.5,1.5,1.6666666666666667,2,1.75,2,1.8,2,1.8333333333333333,2,1.5714285714285714,2,1.5,2,1.4444444444444444,2,1.5,2,1.4545454545454546,2,1.3333333333333333,1.5,1.2307692307692308,1
330,16.5,16.5,19.666666666666668,26,15.25,16.5,13.6,7,11.5,7,10,7,8.75,4.5,8,2,7.5,2.5,NaN,NaN,NaN,NaN,NaN,NaN
331,13,13,9.666666666666666,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334,23.5,23.5,17.333333333333332,14,16.75,14.5,15.4,14,14.5,12,15,14,14.5,12.5,13.88888888888889,11,13.4,10.5,12.727272727272727,10,11.916666666666666,10,11.153846153846153,10
335,5,5,4.333333333333333,3,3.25,3,2.6,3,2.1666666666666665,1.5,1.8571428571428572,0,1.625,0,1.5555555555555556,0,1.4,0,1.3636363636363635,0,1.3333333333333333,0.5,1.2307692307692308,0
336,7.5,7.5,6.333333333333333,7,5.75,5.5,5,4,4.5,4,4.428571428571429,4,4.125,4,4,4,3.6,3.5,3.4545454545454546,3,3.25,2.5,3.230769230769231,3
337,18,18,16.666666666666668,14,14,13,13,12,13.166666666666666,13,12.285714285714286,12,11.875,10.5,11,9,11.2,10.5,11.545454545454545,12,11.5,11.5,11.153846153846153,11
338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340,7,7,5.333333333333333,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
341,13,13,9.333333333333334,12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
343,21,21,24.333333333333332,31,25.25,29.5,24.6,28,24.833333333333332,27,26.857142857142858,28,26.125,27,26.11111111111111,26,26,26,25,26,24.416666666666668,25.5,23.53846153846154,25
344,45.5,45.5,38,23,33.25,21,30.4,19,29,20.5,26.142857142857142,19,23.625,19,22.22222222222222,19,20.7,19,19.454545454545453,19,18.583333333333332,15,17.76923076923077,11
345,1.5,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356,6,6,4.666666666666667,5,4.75,5,4.2,5,3.6666666666666665,3.5,3.4285714285714284,2,3.125,2,3,2,2.7,2,2.8181818181818183,2,2.8333333333333335,2,2.769230769230769,2
357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
358,0,0,0,0,0,0,0.2,0,0.3333333333333333,0,0.42857142857142855,0,0.375,0,0.5555555555555556,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
361,0,0,0,0,0,0,0,0,0.5,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
362,97,97,94.66666666666667,91,84.5,90.5,85,90,82.5,88.5,81,87,77.125,79.5,78,85,71.9,78.5,66.81818181818181,72,61.666666666666664,71,57.46153846153846,70
363,1.5,1.5,1,1,0.75,0.5,0.6,0,0.8333333333333334,0.5,0.7142857142857143,0,0.75,0.5,0.7777777777777778,1,0.9,1,0.9090909090909091,1,0.9166666666666666,1,0.8461538461538461,1
364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
368,3,3,4.666666666666667,5,3.5,3,2.8,1,2.3333333333333335,0.5,2.142857142857143,1,2,1,2.111111111111111,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
369,0,0,1.6666666666666667,0,2,1.5,1.8,1,2,2,1.8571428571428572,1,1.875,1.5,2,2,1.9,1.5,1.9090909090909092,2,1.9166666666666667,2,2,2
371,0,0,0,0,0.75,0,1.4,0,1.6666666666666667,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
373,7.5,7.5,6,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
375,0,0,0.3333333333333333,0,0.25,0,0.2,0,0.16666666666666666,0,0.14285714285714285,0,0.125,0,0.4444444444444444,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
376,1,1,0.6666666666666666,1,0.75,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
378,11,11,14,20,11.5,12,11.2,10,9.5,7,14.857142857142858,10,14.25,10,14.11111111111111,10,13,10,NaN,NaN,NaN,NaN,NaN,NaN
381,4.5,4.5,4.333333333333333,4,4,3.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
383,4,4,5.666666666666667,6,4.25,4,3.4,2,2.8333333333333335,1,2.4285714285714284,0,3.375,1,3.4444444444444446,2,3.1,1,2.8181818181818183,0,2.5833333333333335,0,2.3846153846153846,0
385,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
389,3.5,3.5,3.6666666666666665,4,3.25,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
391,1,1,0.6666666666666666,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
392,8.5,8.5,8.666666666666666,9,7.75,7,6.8,5,6.166666666666667,4.5,5.571428571428571,4,5.125,3.5,4.777777777777778,3,4.5,3,NaN,NaN,NaN,NaN,NaN,NaN
393,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0.25,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
395,5,5,3.3333333333333335,3,2.5,1.5,2,0,1.8333333333333333,0.5,1.7142857142857142,1,1.625,1,1.5555555555555556,1,1.4,1,1.4545454545454546,1,1.4166666666666667,1,1.3076923076923077,1
396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09090909090909091,0,0.25,0,0.23076923076923078,0
399,2,2,2,2,2,2,2,2,2.3333333333333335,2,2.2857142857142856,2,2.375,2,2.4444444444444446,2,2.4,2,2.3636363636363638,2,2.25,2,2.1538461538461537,2
400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,7,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0,NaN,NaN
405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2222222222222222,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
407,2,2,1.3333333333333333,1,1.25,1,1,1,0.8333333333333334,0.5,0.8571428571428571,1,0.75,0.5,0.6666666666666666,0,0.6,0,0.5454545454545454,0,0.5,0,0.46153846153846156,0
411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413,49,49,36,24,30.5,19,26.8,14,26.333333333333332,19,24.142857142857142,14,22.5,13,21.88888888888889,14,21.4,15.5,20,14,18.833333333333332,13,17.692307692307693,12
415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417,13.5,13.5,13.333333333333334,13,12,12,11.8,11,11.5,11,11.142857142857142,11,10.5,10.5,10.11111111111111,10,9.9,9.5,9.454545454545455,9,8.75,8.5,8.846153846153847,9
419,12,12,13.333333333333334,12,11.75,12,10.6,12,10.166666666666666,10,9.285714285714286,8,8.25,7.5,7.555555555555555,7,7.1,6.5,6.7272727272727275,6,6.25,5,5.846153846153846,4
420,1,1,1,1,1,1,0.8,1,0.6666666666666666,0.5,0.5714285714285714,0,0.5,0,0.4444444444444444,0,0.6,0,0.6363636363636364,0,0.6666666666666666,0.5,0.6923076923076923,1
421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
424,19,19,17.333333333333332,19,13.5,16.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
425,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
426,0,0,NaN,NaN,0,0,NaN,NaN,NaN,NaN,0,0,0.375,0,0.8888888888888888,0,1,0,NaN,NaN,NaN,NaN,NaN,NaN
427,0,0,0.6666666666666666,0,1,1,1,1,0.8333333333333334,0.5,0.7142857142857143,0,0.625,0,1.2222222222222223,0,1.3,0.5,1.5454545454545454,1,1.5,1,1.3846153846153846,1
429,5.5,5.5,4.666666666666667,3,4.75,4,4,3,3.5,2.5,3,2,2.625,1.5,2.3333333333333335,1,2.2,1,2.090909090909091,1,2.0833333333333335,1,2.230769230769231,1
431,6,6,6,6,5.25,5,4.8,4,5.333333333333333,5,5.142857142857143,4,4.875,4,4.333333333333333,4,3.9,3.5,3.5454545454545454,3,3.25,3,3,3
433,7,7,7.666666666666667,8,7,7,6.4,6,5.666666666666667,5.5,5.571428571428571,5,5.125,5,6.555555555555555,5,6.6,5.5,6.454545454545454,5,6.416666666666667,5.5,6.076923076923077,5
434,0.5,0.5,1.3333333333333333,1,1,0.5,1.2,1,1.3333333333333333,1.5,1.4285714285714286,2,1.5,2,1.6666666666666667,2,1.5,2,1.5454545454545454,2,1.5833333333333333,2,1.6153846153846154,2
435,2,2,2,2,1.75,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
436,4,4,4,4,3.5,3.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
439,19.5,19.5,16,9,12.5,7,11.4,7,9.833333333333334,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
446,1.5,1.5,1,0,1.25,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
447,11,11,7.333333333333333,5,6,3.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
451,0,0,0,0,0,0,0,0,0.3333333333333333,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
452,3,3,3.3333333333333335,4,3,3,2.4,2,2,1,1.7142857142857142,0,1.875,1,2,2,2,2,1.9090909090909092,2,1.8333333333333333,1.5,1.7692307692307692,1
454,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
455,0,0,0,0,0,0,0,0,0,0,0.14285714285714285,0,NaN,NaN,0.2222222222222222,0,NaN,NaN,NaN,NaN,0.8333333333333334,0,1.0769230769230769,0
456,4,4,3.6666666666666665,3,3.75,3.5,3.4,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
457,4,4,3.3333333333333335,2,3.25,2.5,3.4,3,2.8333333333333335,2.5,2.4285714285714284,2,2.125,2,1.8888888888888888,2,1.7,1,1.5454545454545454,0,1.4166666666666667,0,1.3076923076923077,0
458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
459,13,13,16,21,13.25,13,11.4,5,NaN,NaN,8.428571428571429,5,7.625,4.5,7.333333333333333,5,6.8,4.5,NaN,NaN,NaN,NaN,NaN,NaN
460,1.5,1.5,1.6666666666666667,2,1.25,1.5,1,1,0.8333333333333334,0.5,0.7142857142857143,0,0.625,0,0.6666666666666666,0,0.6,0,0.5454545454545454,0,0.5833333333333334,0,0.5384615384615384,0
462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
463,3,3,3,3,2.5,2.5,2.6,3,2.5,2.5,2.4285714285714284,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
464,0,0,0,0,0,0,0.8,0,0.8333333333333334,0,0.8571428571428571,0,1,0.5,1.1111111111111112,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
467,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
470,11.5,11.5,8.333333333333334,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,NaN,NaN,NaN,NaN,NaN,NaN
474,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN
476,4,4,3.6666666666666665,3,3,2.5,3.2,3,3.5,3.5,3.142857142857143,3,3.125,3,2.7777777777777777,3,2.5,2.5,2.272727272727273,2,2.0833333333333335,1.5,1.9230769230769231,1
477,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
479,0,0,0.6666666666666666,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.454545454545454,0,12.583333333333334,0,18.923076923076923,0
483,52.5,52.5,43,32,36,28,33.6,24,30.833333333333332,24,27.285714285714285,24,25.5,20.5,23.11111111111111,17,21,16,20.818181818181817,17,19.583333333333332,16,18.53846153846154,15
484,0,0,0.3333333333333333,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
485,0,0,0,0,0,0,0,0,0.16666666666666666,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
486,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN
487,12.5,12.5,13.333333333333334,13,12.5,12.5,10.8,12,9.5,11,8.714285714285714,10,7.75,7,7.888888888888889,9,7.5,6.5,7.363636363636363,6,7.083333333333333,5,7.3076923076923075,6
490,0,0,0,0,0,0,0,0,0,0,NaN,NaN,0.375,0,0.4444444444444444,0,0.6,0,0.7272727272727273,0,NaN,NaN,NaN,NaN
492,9.5,9.5,8,8,6.5,6.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
494,3,3,3.3333333333333335,4,3,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
496,33.5,33.5,36.333333333333336,42,37.5,41.5,38.2,41,35.833333333333336,41,33.285714285714285,41,31.625,33,30.444444444444443,25,29.4,24.5,28.90909090909091,24,28.083333333333332,24,27.153846153846153,24
498,1,1,0.6666666666666666,0,0.5,0,0.4,0,1,0,1.2857142857142858,0,1.375,1,1.5555555555555556,2,1.5,1.5,1.4545454545454546,1,1.3333333333333333,1,1.2307692307692308,1
499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07692307692307693,0
502,0,0,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
504,11.5,11.5,8.666666666666666,9,6.75,6,6.4,5,5.333333333333333,4,4.571428571428571,3,4,2,4.111111111111111,3,3.9,2.5,3.8181818181818183,3,3.8333333333333335,3,4.153846153846154,3
