date,value,type
3,0.292,322
4,0.208,322
5,0.542,322
6,0.417,322
7,0.667,322
8,0.375,322
9,0.250,322
10,0.792,322
11,0.583,322
12,0.417,322
13,0.250,322
14,0.167,322
15,0.083,322
16,0.458,322
17,0.208,322
18,0.083,322
19,0.792,322
20,0.083,322
21,0.208,322
22,0.083,322
23,0.250,322
0,0.000,326
1,0.000,326
2,0.000,326
3,0.000,326
4,0.000,326
5,0.000,326
6,0.000,326
7,0.000,326
8,0.000,326
9,0.000,326
10,0.000,326
11,0.000,326
12,0.571,326
13,1.000,326
14,0.333,326
15,0.476,326
16,0.238,326
17,0.143,326
18,0.143,326
19,0.381,326
20,0.143,326
21,0.286,326
22,0.190,326
23,0.524,326
0,0.269,330
1,1.000,330
2,1.000,330
3,0.077,330
4,0.269,330
5,0.038,330
6,0.038,330
7,0.000,330
8,0.077,330
9,0.115,330
0,0.297,331
1,1.000,331
2,0.432,331
3,0.676,331
4,0.216,331
5,0.243,331
6,0.189,331
7,0.757,331
8,0.432,331
9,0.027,331
10,0.108,331
11,0.216,331
12,0.297,331
13,0.216,331
14,0.027,331
15,0.486,331
16,0.243,331
17,0.162,331
18,0.027,331
19,0.432,331
20,0.432,331
21,0.162,331
22,0.081,331
23,0.162,331
0,1.000,334
1,0.424,334
2,0.152,334
3,0.455,334
4,0.303,334
5,0.303,334
6,0.545,334
7,0.333,334
8,0.273,334
9,0.273,334
10,0.182,334
11,0.091,334
12,0.061,334
13,0.030,334
14,0.030,334
0,0.000,336
1,0.000,336
2,0.000,336
3,0.000,336
4,0.000,336
5,0.000,336
6,0.000,336
7,0.000,336
8,0.000,336
9,0.000,336
10,1.000,336
11,0.261,336
12,0.609,336
13,0.130,336
14,0.087,336
15,0.043,336
16,0.087,336
17,0.130,336
18,0.304,336
19,0.348,336
20,0.174,336
21,0.174,336
22,0.087,336
23,0.087,336
0,0.338,337
1,1.000,337
2,0.065,337
3,0.052,337
4,0.117,337
5,0.052,337
6,0.013,337
7,0.013,337
8,0.000,337
9,0.013,337
10,0.052,337
11,0.000,337
12,0.039,337
13,0.026,337
14,0.013,337
15,0.000,337
16,0.039,337
17,0.026,337
18,0.013,337
19,0.013,337
20,0.013,337
21,0.000,337
22,0.156,337
23,0.312,337
0,0.111,341
1,1.000,341
2,0.222,341
3,0.444,341
4,0.519,341
5,0.074,341
0,1.000,343
1,0.478,343
2,0.370,343
3,0.174,343
4,0.391,343
5,0.370,343
6,0.174,343
7,0.609,343
8,0.543,343
9,0.500,343
10,0.217,343
11,0.696,343
12,0.674,343
13,0.609,343
14,0.478,343
15,0.565,343
16,0.848,343
17,0.457,343
18,0.565,343
19,0.543,343
20,0.326,343
21,0.391,343
22,0.283,343
23,0.304,343
0,0.931,344
1,1.000,344
2,0.264,344
3,0.319,344
4,0.264,344
5,0.264,344
6,0.306,344
7,0.125,344
8,0.083,344
9,0.153,344
10,0.097,344
11,0.097,344
12,0.125,344
13,0.111,344
14,0.125,344
15,0.097,344
16,0.083,344
17,0.014,344
18,0.069,344
19,0.097,344
20,0.028,344
21,0.056,344
22,0.056,344
23,0.111,344
0,0.883,362
1,1.000,362
2,0.874,362
3,0.524,362
4,0.845,362
5,0.680,362
6,0.699,362
7,0.485,362
8,0.825,362
9,0.165,362
10,0.155,362
11,0.049,362
12,0.068,362
13,0.126,362
14,0.087,362
15,0.019,362
16,0.117,362
17,0.068,362
18,0.058,362
19,0.010,362
20,0.019,362
21,0.039,362
22,0.029,362
23,0.058,362
0,0.904,367
1,0.794,367
2,1.000,367
3,0.545,367
4,0.545,367
5,0.751,367
6,0.856,367
7,0.871,367
8,0.703,367
9,0.660,367
10,0.555,367
11,0.593,367
12,0.512,367
13,0.325,367
14,0.335,367
15,0.431,367
16,0.158,367
17,0.057,367
18,0.062,367
19,0.048,367
20,0.053,367
21,0.024,367
22,0.062,367
23,0.053,367
0,0.000,370
1,0.000,370
2,0.000,370
3,0.000,370
4,0.000,370
5,0.000,370
6,0.000,370
7,0.000,370
8,0.000,370
9,0.000,370
10,0.000,370
11,0.000,370
12,0.000,370
13,0.000,370
14,0.000,370
15,0.833,370
16,1.000,370
17,0.367,370
18,0.567,370
19,0.267,370
20,0.167,370
21,0.600,370
22,0.167,370
23,0.600,370
0,0.822,372
1,1.000,372
2,0.444,372
3,0.156,372
4,0.356,372
5,0.400,372
6,0.244,372
7,0.089,372
8,0.067,372
9,0.133,372
10,0.222,372
11,0.200,372
12,0.311,372
13,0.133,372
14,0.133,372
15,0.089,372
16,0.089,372
17,0.089,372
18,0.067,372
19,0.111,372
20,0.089,372
21,0.044,372
22,0.044,372
23,0.089,372
0,0.691,377
1,1.000,377
2,0.982,377
3,0.618,377
4,0.509,377
5,0.491,377
6,0.509,377
7,0.455,377
8,0.255,377
9,0.491,377
10,0.455,377
11,0.382,377
12,0.436,377
13,0.400,377
14,0.527,377
15,0.636,377
16,0.455,377
17,0.309,377
18,0.491,377
19,0.291,377
20,0.145,377
21,0.400,377
22,0.345,377
23,0.273,377
0,0.000,384
1,0.000,384
2,1.000,384
3,0.067,384
4,0.233,384
5,0.100,384
6,0.000,384
7,0.000,384
8,0.000,384
9,0.000,384
10,0.000,384
11,0.000,384
12,0.000,384
13,0.000,384
14,0.000,384
15,0.033,384
16,0.200,384
17,0.033,384
18,0.000,384
19,0.000,384
20,0.000,384
21,0.000,384
22,0.000,384
23,0.000,384
0,1.000,388
1,0.386,388
2,0.515,388
3,0.535,388
4,0.356,388
5,0.248,388
6,0.178,388
7,0.287,388
8,0.327,388
9,0.139,388
10,0.228,388
11,0.178,388
12,0.158,388
13,0.139,388
14,0.168,388
15,0.139,388
16,0.168,388
17,0.129,388
18,0.040,388
19,0.079,388
20,0.119,388
21,0.059,388
22,0.149,388
23,0.069,388
0,1.000,397
1,0.187,397
2,0.066,397
3,0.099,397
4,0.011,397
5,0.088,397
6,0.022,397
7,0.011,397
8,0.011,397
9,0.022,397
10,0.022,397
11,0.011,397
12,0.022,397
13,0.022,397
0,0.125,401
1,0.333,401
2,0.417,401
3,0.375,401
4,0.542,401
5,0.500,401
6,0.208,401
7,0.625,401
8,0.667,401
9,0.792,401
10,0.458,401
11,0.625,401
12,0.167,401
13,0.542,401
14,0.833,401
15,1.000,401
16,0.708,401
17,0.167,401
18,0.792,401
19,0.875,401
20,0.500,401
21,0.708,401
22,0.458,401
23,0.208,401
0,1.000,406
1,0.417,406
2,0.045,406
3,0.032,406
4,0.019,406
5,0.006,406
6,0.000,406
7,0.026,406
8,0.013,406
0,1.000,408
1,0.931,408
2,0.992,408
3,0.562,408
4,0.508,408
5,0.404,408
6,0.604,408
7,0.469,408
8,0.377,408
9,0.658,408
10,0.462,408
11,0.535,408
12,0.496,408
13,0.308,408
14,0.012,408
15,0.012,408
16,0.004,408
17,0.012,408
18,0.004,408
19,0.004,408
20,0.004,408
21,0.004,408
22,0.015,408
23,0.004,408
0,0.000,413
1,0.000,413
2,0.000,413
3,0.000,413
4,0.000,413
5,0.000,413
6,0.000,413
7,0.000,413
8,0.000,413
9,0.000,413
10,0.000,413
11,0.000,413
12,1.000,413
13,0.324,413
14,0.135,413
15,0.189,413
16,0.162,413
17,0.324,413
18,0.149,413
19,0.149,413
20,0.230,413
21,0.230,413
22,0.081,413
23,0.081,413
0,1.000,419
1,0.462,419
2,0.385,419
3,0.346,419
4,0.538,419
5,0.346,419
6,0.308,419
7,0.442,419
8,0.404,419
9,0.250,419
10,0.308,419
11,0.596,419
12,0.327,419
13,0.077,419
14,0.231,419
15,0.231,419
16,0.308,419
17,0.135,419
18,0.115,419
19,0.154,419
20,0.077,419
21,0.019,419
22,0.038,419
23,0.058,419
0,0.000,424
1,0.000,424
2,0.000,424
3,0.000,424
4,0.000,424
5,0.000,424
6,0.000,424
7,0.000,424
8,0.000,424
9,0.000,424
10,0.000,424
11,0.000,424
12,0.000,424
13,0.000,424
14,0.000,424
15,0.000,424
16,0.000,424
17,0.000,424
18,0.444,424
19,0.593,424
20,0.519,424
21,0.370,424
22,1.000,424
23,0.630,424
0,1.000,430
1,0.733,430
2,0.733,430
3,0.467,430
4,0.433,430
5,0.033,430
6,0.100,430
7,0.233,430
8,0.100,430
9,0.333,430
10,0.433,430
11,0.200,430
12,0.000,430
13,0.100,430
14,0.067,430
15,0.200,430
16,0.100,430
17,0.100,430
18,0.033,430
19,0.033,430
20,0.067,430
21,0.000,430
22,0.133,430
23,0.033,430
0,0.000,439
1,0.000,439
2,0.000,439
3,0.000,439
4,0.000,439
5,0.000,439
6,0.000,439
7,0.313,439
8,1.000,439
9,0.708,439
10,0.313,439
11,0.146,439
12,0.125,439
13,0.083,439
14,0.104,439
15,0.042,439
16,0.063,439
17,0.042,439
18,0.021,439
19,0.021,439
20,0.042,439
21,0.042,439
22,0.063,439
23,0.083,439
0,0.840,444
1,0.720,444
2,1.000,444
3,0.200,444
4,0.120,444
5,0.160,444
6,0.160,444
7,0.040,444
8,0.280,444
9,0.200,444
10,0.360,444
11,0.080,444
12,0.080,444
13,0.240,444
14,0.400,444
15,0.320,444
16,0.080,444
0,1.000,445
1,0.417,445
2,1.000,445
3,0.833,445
4,0.611,445
5,0.306,445
6,0.194,445
7,0.194,445
8,0.056,445
9,0.083,445
10,0.194,445
11,0.111,445
12,0.083,445
13,0.056,445
14,0.139,445
15,0.250,445
16,0.333,445
17,0.056,445
18,0.167,445
19,0.250,445
20,0.083,445
21,0.111,445
22,0.139,445
23,0.111,445
0,0.227,459
1,0.955,459
2,1.000,459
3,0.227,459
4,0.182,459
5,0.045,459
6,0.045,459
7,0.091,459
8,0.227,459
9,0.091,459
0,0.000,478
1,0.000,478
2,0.000,478
3,0.000,478
4,0.000,478
5,0.000,478
6,0.000,478
7,0.000,478
8,0.000,478
9,0.000,478
10,0.000,478
11,0.000,478
12,0.201,478
13,1.000,478
14,0.828,478
15,0.813,478
16,0.604,478
17,0.604,478
18,0.761,478
19,0.754,478
20,0.515,478
21,0.664,478
22,0.231,478
23,0.037,478
0,0.000,482
1,0.000,482
2,0.000,482
3,0.000,482
4,0.000,482
5,0.000,482
6,0.000,482
7,0.000,482
8,0.000,482
9,0.000,482
10,0.000,482
11,0.000,482
12,0.000,482
13,0.000,482
14,0.000,482
15,0.000,482
16,0.000,482
17,0.000,482
18,0.000,482
19,0.000,482
20,0.000,482
21,0.863,482
22,0.726,482
23,1.000,482
0,1.000,483
1,0.438,483
2,0.329,483
3,0.205,483
4,0.329,483
5,0.233,483
6,0.082,483
7,0.178,483
8,0.055,483
9,0.027,483
10,0.260,483
11,0.082,483
12,0.082,483
13,0.000,483
14,0.000,483
15,0.000,483
16,0.027,483
17,0.014,483
18,0.055,483
19,0.041,483
20,0.000,483
21,0.055,483
22,0.027,483
23,0.027,483
0,0.293,488
1,1.000,488
2,0.220,488
3,0.439,488
4,0.268,488
5,0.244,488
6,0.195,488
7,0.366,488
8,0.317,488
9,0.146,488
10,0.146,488
11,0.122,488
12,0.293,488
13,0.268,488
14,0.293,488
15,0.268,488
16,0.293,488
17,0.146,488
18,0.244,488
19,0.244,488
20,0.098,488
21,0.463,488
22,0.293,488
23,0.244,488
0,0.000,496
1,0.000,496
2,0.000,496
3,0.000,496
4,0.000,496
5,0.000,496
6,0.000,496
7,0.000,496
8,0.000,496
9,0.000,496
10,0.000,496
11,0.000,496
12,0.000,496
13,0.000,496
14,0.000,496
15,0.000,496
16,0.000,496
17,0.000,496
18,0.000,496
19,0.000,496
20,0.595,496
21,1.000,496
22,1.000,496
23,0.976,496
0,0.000,511
1,0.000,511
2,0.000,511
3,0.000,511
4,0.000,511
5,0.000,511
6,0.000,511
7,0.000,511
8,0.000,511
9,0.000,511
10,0.000,511
11,1.000,511
12,0.647,511
13,0.471,511
14,0.412,511
15,0.471,511
16,0.382,511
17,0.676,511
18,0.324,511
19,0.412,511
20,0.324,511
21,0.118,511
22,0.000,511
23,0.088,511
0,0.257,514
1,1.000,514
2,0.144,514
3,0.024,514
4,0.060,514
5,0.006,514
6,0.012,514
7,0.012,514
8,0.018,514
9,0.000,514
10,0.000,514
11,0.012,514
12,0.024,514
13,0.012,514
14,0.012,514
15,0.000,514
16,0.000,514
17,0.000,514
18,0.000,514
19,0.000,514
20,0.000,514
21,0.000,514
22,0.000,514
23,0.000,514
0,0.145,516
1,0.388,516
2,0.474,516
3,1.000,516
4,0.597,516
5,0.314,516
6,0.138,516
7,0.077,516
8,0.037,516
9,0.043,516
10,0.098,516
11,0.089,516
12,0.083,516
13,0.502,516
14,0.735,516
15,0.902,516
16,0.323,516
17,0.234,516
18,0.105,516
19,0.052,516
20,0.083,516
21,0.012,516
22,0.022,516
23,0.031,516
0,0.167,526
1,1.000,526
2,0.526,526
3,0.150,526
4,0.023,526
5,0.020,526
6,0.039,526
7,0.039,526
8,0.016,526
9,0.026,526
10,0.033,526
11,0.039,526
12,0.036,526
13,0.033,526
14,0.013,526
15,0.003,526
16,0.007,526
17,0.007,526
18,0.007,526
19,0.003,526
20,0.003,526
21,0.007,526
22,0.000,526
23,0.000,526
0,0.714,532
1,0.238,532
2,0.714,532
3,1.000,532
4,0.048,532
5,0.048,532
6,0.143,532
7,0.000,532
8,0.048,532
9,0.048,532
10,0.095,532
11,0.381,532
12,0.190,532
13,0.238,532
14,0.143,532
15,0.238,532
16,0.048,532
17,0.048,532
18,0.095,532
19,0.048,532
20,0.048,532
0,0.679,541
1,1.000,541
2,0.098,541
3,0.107,541
4,0.134,541
5,0.063,541
6,0.045,541
7,0.125,541
8,0.116,541
9,0.134,541
10,0.054,541
11,0.098,541
12,0.098,541
13,0.125,541
14,0.063,541
15,0.080,541
16,0.054,541
17,0.054,541
18,0.054,541
19,0.045,541
20,0.116,541
21,0.125,541
22,0.054,541
23,0.018,541
0,0.000,542
1,0.000,542
2,0.000,542
3,0.000,542
4,0.000,542
5,0.000,542
6,0.000,542
7,0.000,542
8,0.909,542
9,0.909,542
10,1.000,542
11,0.636,542
12,0.636,542
13,0.591,542
14,0.864,542
15,0.455,542
16,0.636,542
17,0.636,542
18,0.136,542
19,0.182,542
20,0.227,542
21,0.045,542
22,0.000,542
23,0.000,542
0,0.000,546
1,0.000,546
2,0.000,546
3,1.000,546
4,0.290,546
5,0.065,546
6,0.065,546
7,0.065,546
8,0.032,546
9,0.097,546
10,0.000,546
11,0.065,546
12,0.032,546
13,0.129,546
14,0.065,546
15,0.065,546
16,0.839,546
17,0.129,546
18,0.065,546
19,0.065,546
20,0.032,546
21,0.000,546
22,0.000,546
23,0.000,546
0,0.148,566
1,0.111,566
2,0.111,566
3,0.074,566
4,0.037,566
5,0.074,566
6,1.000,566
7,0.704,566
8,0.222,566
9,0.074,566
10,0.074,566
11,0.185,566
12,0.037,566
13,0.037,566
14,0.074,566
15,0.111,566
16,0.074,566
17,0.000,566
18,0.037,566
19,0.037,566
20,0.037,566
21,0.148,566
22,0.037,566
23,0.037,566
0,0.753,567
1,1.000,567
2,0.596,567
3,0.124,567
4,0.472,567
5,0.270,567
6,0.079,567
7,0.101,567
8,0.101,567
9,0.090,567
10,0.101,567
11,0.090,567
12,0.090,567
13,0.045,567
14,0.124,567
15,0.034,567
16,0.169,567
17,0.169,567
18,0.135,567
19,0.056,567
20,0.079,567
21,0.101,567
22,0.090,567
23,0.045,567
0,0.027,574
1,0.027,574
2,0.000,574
3,0.000,574
4,0.000,574
5,0.000,574
6,0.000,574
7,0.000,574
8,0.000,574
9,0.000,574
10,0.000,574
11,0.000,574
12,1.000,574
13,0.324,574
14,0.135,574
15,0.135,574
16,0.162,574
17,0.000,574
18,0.000,574
19,0.000,574
20,0.000,574
21,0.000,574
22,0.000,574
23,0.000,574
0,1.000,578
1,0.524,578
2,0.024,578
3,0.179,578
4,0.274,578
5,0.143,578
6,0.131,578
7,0.131,578
8,0.131,578
9,0.083,578
10,0.012,578
11,0.048,578
12,0.071,578
13,0.024,578
14,0.012,578
0,1.000,581
1,0.043,581
2,0.087,581
3,0.130,581
4,0.130,581
5,0.130,581
6,0.217,581
7,0.130,581
8,0.043,581
0,1.000,588
1,0.862,588
2,0.835,588
3,0.183,588
4,0.239,588
5,0.174,588
6,0.339,588
7,0.229,588
8,0.193,588
9,0.183,588
10,0.239,588
11,0.248,588
12,0.174,588
13,0.018,588
14,0.009,588
15,0.055,588
16,0.018,588
17,0.055,588
18,0.000,588
19,0.000,588
20,0.000,588
21,0.009,588
22,0.009,588
23,0.018,588
0,1.000,589
1,0.354,589
2,0.215,589
3,0.291,589
4,0.241,589
5,0.215,589
6,0.329,589
7,0.076,589
8,0.139,589
9,0.114,589
10,0.076,589
11,0.114,589
12,0.038,589
13,0.101,589
14,0.101,589
15,0.063,589
16,0.000,589
17,0.013,589
18,0.013,589
19,0.089,589
20,0.013,589
0,0.523,591
1,1.000,591
2,0.909,591
3,0.736,591
4,0.645,591
5,0.127,591
6,0.112,591
7,0.152,591
8,0.142,591
9,0.122,591
10,0.096,591
11,0.147,591
12,0.081,591
13,0.020,591
14,0.061,591
15,0.081,591
16,0.071,591
17,0.051,591
18,0.051,591
19,0.020,591
20,0.036,591
21,0.046,591
22,0.030,591
23,0.015,591
0,1.000,604
1,0.800,604
2,0.640,604
3,0.400,604
4,0.640,604
5,0.400,604
6,0.520,604
7,0.680,604
8,0.280,604
9,0.520,604
10,0.240,604
11,0.440,604
12,0.480,604
13,0.480,604
14,0.320,604
15,0.440,604
16,0.800,604
17,0.640,604
18,0.280,604
19,0.520,604
20,0.400,604
21,0.240,604
22,0.200,604
23,0.240,604
0,0.000,607
1,0.000,607
2,0.000,607
3,0.000,607
4,0.000,607
5,0.000,607
6,0.000,607
7,0.000,607
8,0.000,607
9,0.000,607
10,0.000,607
11,0.000,607
12,0.000,607
13,0.000,607
14,0.000,607
15,0.000,607
16,0.000,607
17,0.000,607
18,0.000,607
19,0.165,607
20,1.000,607
21,0.176,607
22,0.088,607
23,0.044,607
0,0.519,609
1,1.000,609
2,0.288,609
3,0.423,609
4,0.385,609
5,0.269,609
6,0.250,609
7,0.096,609
8,0.115,609
9,0.096,609
10,0.096,609
11,0.269,609
12,0.135,609
13,0.077,609
14,0.000,609
15,0.096,609
16,0.000,609
17,0.000,609
18,0.000,609
19,0.038,609
20,0.038,609
21,0.019,609
22,0.000,609
23,0.000,609
0,0.043,613
1,0.130,613
2,0.000,613
3,0.000,613
4,0.000,613
5,0.043,613
6,0.087,613
7,0.217,613
8,0.000,613
9,0.087,613
10,0.043,613
11,0.870,613
12,0.783,613
13,0.261,613
14,0.217,613
15,0.261,613
16,0.478,613
17,1.000,613
18,0.609,613
19,0.217,613
20,0.087,613
21,0.043,613
22,0.087,613
23,0.174,613
0,0.000,617
1,0.000,617
2,0.000,617
3,0.000,617
4,0.000,617
5,0.000,617
6,0.000,617
7,0.000,617
8,0.000,617
9,0.208,617
10,0.208,617
11,0.458,617
12,0.500,617
13,0.583,617
14,0.458,617
15,0.583,617
16,0.417,617
17,0.375,617
18,1.000,617
19,0.625,617
20,0.542,617
21,0.625,617
22,0.500,617
23,0.667,617
0,0.000,618
1,0.000,618
2,0.000,618
3,1.000,618
4,0.627,618
5,0.567,618
6,0.507,618
7,0.313,618
8,0.343,618
9,0.269,618
10,0.119,618
11,0.209,618
12,0.179,618
13,0.194,618
14,0.179,618
15,0.179,618
16,0.134,618
17,0.015,618
18,0.045,618
19,0.075,618
20,0.045,618
21,0.015,618
22,0.030,618
23,0.060,618
0,0.000,632
1,0.000,632
2,0.000,632
3,0.000,632
4,0.000,632
5,0.000,632
6,0.000,632
7,0.000,632
8,0.000,632
9,0.000,632
10,0.000,632
11,0.000,632
12,1.000,632
13,0.227,632
14,0.045,632
15,0.227,632
16,0.136,632
17,0.136,632
18,0.136,632
19,0.136,632
20,0.045,632
21,0.182,632
22,0.182,632
23,0.455,632
0,1.000,633
1,0.489,633
2,0.156,633
3,0.111,633
4,0.067,633
5,0.044,633
6,0.044,633
7,0.044,633
8,0.000,633
9,0.022,633
10,0.089,633
11,0.022,633
12,0.022,633
0,1.000,651
1,0.608,651
2,0.328,651
3,0.416,651
4,0.336,651
5,0.272,651
6,0.200,651
7,0.256,651
8,0.224,651
9,0.296,651
10,0.232,651
11,0.256,651
12,0.184,651
13,0.088,651
14,0.032,651
15,0.016,651
16,0.024,651
17,0.008,651
18,0.016,651
19,0.024,651
20,0.008,651
21,0.016,651
22,0.016,651
23,0.008,651
0,0.806,653
1,1.000,653
2,0.750,653
3,0.722,653
4,0.750,653
5,0.833,653
6,0.833,653
7,0.417,653
8,0.722,653
9,0.194,653
10,0.111,653
11,0.139,653
12,0.083,653
13,0.056,653
14,0.111,653
15,0.111,653
16,0.222,653
17,0.000,653
18,0.000,653
19,0.000,653
20,0.028,653
21,0.083,653
22,0.056,653
23,0.000,653
0,0.522,656
1,1.000,656
2,0.113,656
3,0.165,656
4,0.139,656
5,0.087,656
6,0.009,656
7,0.009,656
8,0.009,656
9,0.000,656
10,0.017,656
11,0.009,656
12,0.000,656
13,0.000,656
14,0.000,656
15,0.000,656
16,0.000,656
17,0.017,656
18,0.000,656
19,0.000,656
20,0.000,656
21,0.000,656
22,0.000,656
23,0.009,656
0,0.000,657
1,0.000,657
2,1.000,657
3,0.575,657
4,0.400,657
5,0.375,657
6,0.525,657
7,0.225,657
8,0.275,657
9,0.200,657
10,0.275,657
11,0.225,657
12,0.200,657
13,0.400,657
14,0.275,657
15,0.200,657
16,0.250,657
17,0.225,657
18,0.100,657
19,0.150,657
20,0.150,657
21,0.350,657
22,0.175,657
23,0.150,657
0,1.000,659
1,0.857,659
2,0.143,659
3,0.571,659
4,0.286,659
5,0.095,659
6,0.143,659
7,0.048,659
8,0.048,659
0,1.000,669
1,0.690,669
2,0.672,669
3,0.034,669
4,0.086,669
5,0.328,669
6,0.155,669
7,0.362,669
8,0.379,669
9,0.052,669
10,0.103,669
11,0.034,669
12,0.034,669
13,0.034,669
14,0.052,669
15,0.017,669
16,0.086,669
17,0.052,669
18,0.069,669
19,0.052,669
20,0.017,669
21,0.086,669
22,0.069,669
23,0.000,669
0,0.000,685
1,0.000,685
2,0.000,685
3,1.000,685
4,0.348,685
5,0.130,685
6,0.957,685
7,0.348,685
8,0.217,685
9,0.174,685
10,0.174,685
11,0.000,685
12,0.000,685
13,0.000,685
14,0.087,685
15,0.043,685
16,0.043,685
17,0.043,685
18,0.043,685
19,0.130,685
20,0.174,685
21,0.435,685
22,0.261,685
23,0.130,685
0,0.000,692
1,0.000,692
2,0.000,692
3,0.000,692
4,0.000,692
5,0.000,692
6,0.000,692
7,0.000,692
8,0.000,692
9,0.000,692
10,0.000,692
11,0.000,692
12,0.000,692
13,0.000,692
14,0.000,692
15,0.000,692
16,0.000,692
17,0.000,692
18,0.846,692
19,0.692,692
20,0.962,692
21,1.000,692
22,1.000,692
23,0.423,692
0,0.282,708
1,1.000,708
2,0.985,708
3,0.748,708
4,0.237,708
5,0.076,708
6,0.023,708
7,0.015,708
8,0.046,708
9,0.038,708
10,0.031,708
11,0.015,708
12,0.000,708
13,0.008,708
14,0.038,708
15,0.008,708
16,0.015,708
17,0.000,708
18,0.000,708
19,0.000,708
20,0.000,708
21,0.000,708
22,0.008,708
0,0.697,729
1,0.247,729
2,1.000,729
3,0.607,729
4,0.281,729
5,0.034,729
6,0.090,729
7,0.079,729
8,0.056,729
9,0.045,729
10,0.045,729
11,0.034,729
12,0.045,729
13,0.022,729
14,0.011,729
0,0.353,762
1,1.000,762
2,0.929,762
3,0.212,762
4,0.128,762
5,0.032,762
6,0.032,762
7,0.038,762
8,0.019,762
9,0.019,762
10,0.019,762
11,0.019,762
12,0.000,762
13,0.000,762
14,0.000,762
15,0.032,762
16,0.019,762
17,0.006,762
18,0.000,762
19,0.000,762
20,0.000,762
21,0.000,762
22,0.006,762
23,0.013,762
0,1.000,764
1,0.700,764
2,0.567,764
3,0.333,764
4,0.500,764
5,0.200,764
6,0.233,764
7,0.500,764
8,0.800,764
9,1.000,764
10,0.400,764
11,0.367,764
12,0.500,764
13,0.500,764
14,0.733,764
15,0.467,764
16,0.467,764
17,0.167,764
18,0.200,764
19,0.233,764
20,0.133,764
21,0.167,764
22,0.067,764
23,0.333,764
0,0.000,772
1,0.000,772
2,0.000,772
3,0.000,772
4,0.000,772
5,0.000,772
6,0.000,772
7,0.000,772
8,0.000,772
9,0.000,772
10,0.077,772
11,0.000,772
12,0.000,772
13,0.000,772
14,1.000,772
15,0.500,772
16,0.269,772
17,0.115,772
18,0.115,772
19,0.077,772
20,0.000,772
21,0.077,772
22,0.038,772
0,1.000,782
1,0.207,782
2,0.103,782
3,0.207,782
4,0.207,782
5,0.069,782
6,0.276,782
7,0.069,782
8,0.310,782
9,0.276,782
10,0.345,782
11,0.069,782
12,0.069,782
13,0.138,782
14,0.000,782
15,0.000,782
16,0.000,782
17,0.000,782
18,0.000,782
19,0.103,782
20,0.000,782
21,0.000,782
22,0.000,782
23,0.000,782
0,0.238,783
1,1.000,783
2,0.476,783
3,0.095,783
4,0.143,783
5,0.000,783
6,0.190,783
7,0.000,783
8,0.048,783
9,0.048,783
0,0.856,810
1,1.000,810
2,0.187,810
3,0.014,810
4,0.079,810
5,0.050,810
6,0.036,810
7,0.014,810
8,0.022,810
9,0.029,810
10,0.014,810
11,0.014,810
12,0.022,810
13,0.014,810
14,0.014,810
15,0.022,810
16,0.000,810
17,0.000,810
18,0.022,810
19,0.014,810
20,0.014,810
21,0.043,810
22,0.000,810
23,0.000,810
0,0.000,820
1,0.000,820
2,0.000,820
3,0.000,820
4,0.000,820
5,0.000,820
6,0.000,820
7,0.000,820
8,0.000,820
9,0.000,820
10,0.000,820
11,0.000,820
12,0.000,820
13,0.000,820
14,0.000,820
15,0.000,820
16,0.000,820
17,1.000,820
18,0.259,820
19,0.148,820
20,0.259,820
21,0.481,820
22,0.407,820
23,0.704,820
0,1.000,852
1,0.475,852
2,0.410,852
3,0.328,852
4,0.623,852
5,0.131,852
6,0.262,852
7,0.230,852
8,0.279,852
9,0.262,852
10,0.246,852
11,0.541,852
12,0.197,852
13,0.131,852
14,0.049,852
15,0.098,852
16,0.148,852
17,0.000,852
18,0.000,852
19,0.000,852
20,0.066,852
21,0.033,852
22,0.033,852
23,0.066,852
0,0.854,899
1,1.000,899
2,0.494,899
3,0.120,899
4,0.146,899
5,0.025,899
6,0.038,899
7,0.171,899
8,0.051,899
9,0.019,899
10,0.051,899
11,0.013,899
12,0.013,899
13,0.032,899
14,0.000,899
15,0.006,899
16,0.006,899
17,0.013,899
18,0.019,899
19,0.000,899
20,0.000,899
21,0.000,899
22,0.006,899
23,0.013,899
0,1.000,900
1,0.786,900
2,0.173,900
3,0.125,900
4,0.054,900
5,0.488,900
6,0.149,900
7,0.054,900
8,0.054,900
9,0.042,900
10,0.071,900
11,0.024,900
12,0.042,900
13,0.018,900
14,0.012,900
15,0.018,900
16,0.012,900
17,0.024,900
18,0.006,900
19,0.000,900
20,0.000,900
21,0.000,900
22,0.006,900
23,0.000,900
0,1.000,911
1,0.284,911
2,0.085,911
3,0.119,911
4,0.125,911
5,0.119,911
6,0.097,911
7,0.063,911
8,0.119,911
9,0.028,911
10,0.023,911
11,0.028,911
12,0.011,911
13,0.017,911
14,0.011,911
15,0.011,911
16,0.000,911
17,0.000,911
18,0.000,911
0,1.000,968
1,0.400,968
2,0.825,968
3,0.800,968
4,0.675,968
5,0.225,968
6,0.450,968
7,0.125,968
8,0.100,968
9,0.050,968
10,0.075,968
11,0.100,968
12,0.075,968
13,0.000,968
14,0.050,968
15,0.075,968
16,0.100,968
17,0.075,968
18,0.050,968
19,0.050,968
20,0.050,968
21,0.125,968
22,0.075,968
23,0.025,968
0,0.289,969
1,0.311,969
2,0.533,969
3,1.000,969
4,0.267,969
