date,value,type
1,0.000,63
2,0.030,63
3,1.000,63
4,0.086,63
5,0.060,63
6,0.047,63
7,0.047,63
8,0.017,63
9,0.035,63
10,0.023,63
11,0.110,63
12,0.239,63
13,0.134,63
14,0.091,63
15,0.201,63
16,0.048,63
17,0.047,63
18,0.128,63
19,0.133,63
20,0.077,63
21,0.107,63
22,0.097,63
23,0.122,63
0,0.533,66
1,0.267,66
2,0.500,66
3,1.000,66
4,0.600,66
5,0.133,66
6,0.000,66
7,0.000,66
8,0.667,66
0,0.000,68
1,0.000,68
2,0.000,68
3,0.000,68
4,0.000,68
5,0.000,68
6,0.000,68
7,0.000,68
8,0.000,68
9,0.000,68
10,0.000,68
11,0.000,68
12,0.520,68
13,0.860,68
14,1.000,68
15,0.500,68
16,0.240,68
17,0.400,68
18,0.480,68
19,0.400,68
20,0.800,68
21,0.280,68
22,0.400,68
23,0.420,68
0,0.324,69
1,0.559,69
2,0.574,69
3,0.324,69
4,0.353,69
5,0.265,69
6,0.382,69
7,0.294,69
8,0.162,69
9,0.250,69
10,0.294,69
11,0.324,69
12,0.206,69
13,0.382,69
14,0.309,69
15,0.956,69
16,1.000,69
17,0.279,69
18,0.250,69
19,0.603,69
20,0.221,69
21,0.176,69
22,0.235,69
23,0.176,69
0,0.000,70
1,0.000,70
2,0.000,70
3,0.148,70
4,0.241,70
5,0.028,70
6,0.037,70
7,0.037,70
8,0.019,70
9,0.102,70
10,1.000,70
11,0.574,70
12,0.389,70
13,0.120,70
14,0.111,70
15,0.083,70
16,0.296,70
17,0.037,70
18,0.111,70
19,0.028,70
20,0.102,70
21,0.074,70
22,0.046,70
23,0.444,70
0,0.000,73
1,0.000,73
2,0.000,73
3,0.533,73
4,1.000,73
5,0.917,73
6,0.650,73
7,0.617,73
8,0.683,73
9,0.783,73
10,0.467,73
11,0.683,73
12,0.367,73
13,0.517,73
14,0.633,73
15,0.550,73
16,0.900,73
17,0.650,73
18,0.567,73
19,0.650,73
20,0.717,73
21,0.750,73
22,0.633,73
23,0.783,73
0,1.000,75
1,0.772,75
2,0.528,75
3,0.483,75
4,0.433,75
5,0.422,75
6,0.589,75
7,0.272,75
8,0.200,75
9,0.256,75
10,0.244,75
11,0.139,75
12,0.206,75
13,0.189,75
14,0.194,75
15,0.200,75
16,0.128,75
17,0.178,75
18,0.172,75
19,0.133,75
20,0.122,75
21,0.133,75
22,0.156,75
23,0.094,75
0,1.000,76
1,0.259,76
0,0.000,77
1,0.000,77
2,0.043,77
3,0.110,77
4,0.079,77
5,1.000,77
6,0.198,77
7,0.146,77
8,0.055,77
9,0.098,77
10,0.134,77
11,0.082,77
12,0.128,77
13,0.207,77
14,0.189,77
15,0.104,77
16,0.067,77
17,0.095,77
18,0.091,77
19,0.137,77
20,0.061,77
21,0.149,77
22,0.229,77
23,0.155,77
0,1.000,82
1,0.412,82
2,0.353,82
3,0.353,82
4,0.294,82
0,0.723,84
1,0.723,84
2,0.800,84
3,0.769,84
4,0.569,84
5,0.231,84
6,0.538,84
7,0.708,84
8,0.385,84
9,0.523,84
10,0.585,84
11,0.938,84
12,0.569,84
13,0.677,84
14,1.000,84
15,0.569,84
16,0.292,84
17,0.246,84
18,0.492,84
19,0.446,84
20,0.446,84
21,0.277,84
22,0.323,84
23,0.369,84
0,0.000,86
1,0.000,86
2,0.000,86
3,0.960,86
4,0.760,86
5,0.320,86
6,0.400,86
7,0.280,86
8,0.400,86
9,0.720,86
10,1.000,86
11,0.760,86
12,0.600,86
0,0.551,88
1,0.443,88
2,0.341,88
3,0.246,88
4,0.353,88
5,0.455,88
6,0.455,88
7,0.365,88
8,0.263,88
9,0.389,88
10,0.383,88
11,0.365,88
12,0.174,88
13,1.000,88
14,0.198,88
15,0.072,88
16,0.078,88
17,0.084,88
18,0.102,88
19,0.096,88
20,0.036,88
21,0.126,88
22,0.174,88
23,0.126,88
0,0.000,90
1,0.000,90
2,0.000,90
3,0.000,90
4,0.000,90
5,0.000,90
6,0.000,90
7,0.000,90
8,0.000,90
9,0.000,90
10,0.000,90
11,0.000,90
12,0.000,90
13,0.000,90
14,0.000,90
15,0.728,90
16,0.696,90
17,0.804,90
18,1.000,90
19,0.391,90
20,0.239,90
21,0.130,90
22,0.598,90
23,0.804,90
0,0.500,94
1,1.000,94
2,0.354,94
3,0.375,94
4,0.479,94
5,0.396,94
6,0.313,94
7,0.458,94
8,0.375,94
9,0.250,94
10,0.146,94
11,0.604,94
12,0.500,94
13,0.750,94
14,0.354,94
15,0.417,94
16,0.604,94
17,0.375,94
18,0.271,94
19,0.563,94
20,0.146,94
21,0.167,94
22,0.021,94
23,0.063,94
0,0.000,96
1,0.000,96
2,0.000,96
3,1.000,96
4,0.531,96
5,0.313,96
6,0.094,96
7,0.125,96
8,0.234,96
9,0.250,96
10,0.219,96
11,0.219,96
12,0.266,96
13,0.156,96
14,0.141,96
15,0.156,96
16,0.109,96
17,0.172,96
18,0.281,96
19,0.109,96
20,0.172,96
21,0.109,96
22,0.094,96
23,0.156,96
0,0.000,97
1,0.000,97
2,0.000,97
3,0.000,97
4,0.000,97
5,0.000,97
6,0.000,97
7,0.000,97
8,0.000,97
9,0.000,97
10,0.000,97
11,0.000,97
12,0.000,97
13,0.000,97
14,0.000,97
15,0.000,97
16,0.000,97
17,0.000,97
18,0.270,97
19,1.000,97
20,0.297,97
21,0.919,97
22,0.189,97
23,0.270,97
0,0.000,102
1,0.000,102
2,0.257,102
3,0.543,102
4,1.000,102
5,0.543,102
6,0.571,102
7,0.543,102
8,0.600,102
9,0.400,102
10,0.429,102
11,0.400,102
12,0.286,102
13,0.486,102
14,0.314,102
15,0.400,102
16,0.371,102
17,0.200,102
18,0.171,102
19,0.257,102
20,0.200,102
21,0.057,102
22,0.229,102
23,0.229,102
0,0.000,105
1,0.000,105
2,0.000,105
3,0.000,105
4,0.000,105
5,0.000,105
6,0.000,105
7,0.000,105
8,0.000,105
9,0.000,105
10,0.000,105
11,0.000,105
12,0.792,105
13,0.569,105
14,0.722,105
15,0.625,105
16,0.778,105
17,0.736,105
18,0.681,105
19,0.556,105
20,0.583,105
21,0.972,105
22,0.639,105
23,1.000,105
0,0.000,109
1,0.000,109
2,0.000,109
3,0.000,109
4,0.000,109
5,0.000,109
6,0.000,109
7,0.000,109
8,0.000,109
9,0.000,109
10,0.000,109
11,0.000,109
12,0.000,109
13,0.000,109
14,0.000,109
15,0.000,109
16,0.000,109
17,0.000,109
18,0.238,109
19,1.000,109
20,0.619,109
21,0.714,109
22,0.524,109
23,0.667,109
0,0.000,111
1,0.000,111
2,0.000,111
3,0.000,111
4,0.000,111
5,0.000,111
6,0.000,111
7,0.000,111
8,0.000,111
9,0.000,111
10,0.000,111
11,0.000,111
12,0.000,111
13,0.000,111
14,0.000,111
15,0.775,111
16,1.000,111
17,0.675,111
18,0.450,111
19,0.400,111
20,0.400,111
21,0.375,111
22,0.475,111
23,0.700,111
0,0.000,112
1,0.000,112
2,0.000,112
3,0.000,112
4,0.000,112
5,0.000,112
6,0.000,112
7,0.000,112
8,0.000,112
9,0.000,112
10,0.000,112
11,0.000,112
12,0.000,112
13,0.000,112
14,0.000,112
15,0.000,112
16,0.000,112
17,0.000,112
18,0.241,112
19,1.000,112
20,0.538,112
21,0.135,112
22,0.056,112
23,0.023,112
0,0.231,113
1,0.346,113
2,0.308,113
3,0.308,113
4,0.538,113
5,0.385,113
6,0.346,113
7,0.385,113
8,0.269,113
9,0.154,113
10,1.000,113
11,0.423,113
12,0.423,113
0,0.241,116
1,0.172,116
2,1.000,116
3,0.414,116
0,0.000,117
1,0.000,117
2,0.000,117
3,0.000,117
4,0.000,117
5,0.000,117
6,0.000,117
7,0.000,117
8,0.000,117
9,0.000,117
10,0.000,117
11,0.000,117
12,0.000,117
13,0.000,117
14,0.000,117
15,0.000,117
16,0.000,117
17,0.000,117
18,1.000,117
19,0.646,117
20,0.813,117
21,0.542,117
22,0.625,117
23,0.625,117
0,0.000,118
1,0.000,118
2,0.000,118
3,0.000,118
4,0.000,118
5,0.000,118
6,0.000,118
7,0.000,118
8,0.000,118
9,0.000,118
10,0.864,118
11,0.659,118
12,1.000,118
13,0.977,118
14,0.727,118
15,0.682,118
16,0.614,118
17,0.500,118
18,0.886,118
19,0.636,118
20,0.614,118
21,0.750,118
22,0.477,118
23,0.318,118
0,1.000,124
1,0.587,124
2,0.280,124
3,0.240,124
4,0.093,124
5,0.453,124
6,0.800,124
7,0.387,124
8,0.813,124
9,0.693,124
10,0.160,124
11,0.187,124
12,0.120,124
13,0.173,124
14,0.227,124
15,0.267,124
16,0.107,124
17,0.107,124
18,0.053,124
19,0.147,124
20,0.093,124
21,0.227,124
22,0.120,124
0,1.000,126
1,0.524,126
2,0.728,126
3,0.621,126
4,0.447,126
5,0.417,126
6,0.417,126
7,0.466,126
8,0.563,126
9,0.408,126
10,0.524,126
11,0.495,126
12,0.272,126
13,0.058,126
14,0.136,126
15,0.078,126
16,0.068,126
17,0.097,126
18,0.068,126
19,0.058,126
20,0.039,126
21,0.029,126
22,0.087,126
23,0.058,126
0,0.168,127
1,1.000,127
2,0.182,127
3,0.112,127
4,0.084,127
5,0.063,127
6,0.035,127
7,0.077,127
8,0.049,127
9,0.028,127
10,0.014,127
11,0.014,127
12,0.007,127
13,0.014,127
14,0.042,127
15,0.007,127
16,0.000,127
17,0.000,127
18,0.000,127
19,0.007,127
20,0.021,127
21,0.014,127
22,0.000,127
23,0.000,127
0,0.274,128
1,1.000,128
2,0.137,128
0,1.000,129
1,1.000,129
2,1.000,129
3,0.882,129
4,0.828,129
5,0.759,129
6,0.857,129
7,0.626,129
8,0.330,129
9,0.236,129
10,0.167,129
11,0.153,129
12,0.315,129
13,0.222,129
14,0.172,129
15,0.118,129
16,0.153,129
17,0.089,129
18,0.153,129
19,0.103,129
20,0.133,129
21,0.118,129
22,0.089,129
23,0.084,129
0,1.000,130
1,0.848,130
2,0.739,130
3,0.348,130
4,0.239,130
5,0.174,130
6,0.217,130
7,0.196,130
8,0.130,130
9,0.413,130
10,0.326,130
11,0.217,130
12,0.152,130
13,0.304,130
14,0.174,130
15,0.261,130
16,0.109,130
17,0.174,130
18,0.239,130
19,0.109,130
20,0.196,130
21,0.109,130
22,0.109,130
23,0.196,130
0,0.829,131
1,0.929,131
2,0.957,131
3,1.000,131
4,0.629,131
5,0.700,131
6,0.371,131
7,0.414,131
8,0.586,131
9,0.671,131
10,0.429,131
11,0.557,131
12,0.429,131
13,0.271,131
14,0.114,131
15,0.429,131
16,0.143,131
17,0.114,131
18,0.200,131
19,0.114,131
20,0.086,131
21,0.071,131
22,0.071,131
23,0.114,131
0,0.542,133
1,1.000,133
2,0.375,133
3,0.083,133
4,0.042,133
5,0.208,133
6,0.083,133
7,0.396,133
8,0.104,133
9,0.042,133
10,0.042,133
11,0.042,133
12,0.417,133
13,0.167,133
14,0.104,133
15,0.146,133
0,0.421,134
1,1.000,134
2,0.129,134
3,0.070,134
4,0.099,134
5,0.094,134
6,0.023,134
7,0.018,134
8,0.012,134
9,0.012,134
10,0.012,134
11,0.023,134
12,0.012,134
13,0.012,134
14,0.023,134
15,0.006,134
16,0.006,134
17,0.006,134
18,0.029,134
0,0.000,136
1,0.000,136
2,0.000,136
3,0.000,136
4,0.000,136
5,0.000,136
6,0.000,136
7,0.000,136
8,0.000,136
9,0.000,136
10,0.000,136
11,0.000,136
12,0.424,136
13,0.697,136
14,1.000,136
15,0.818,136
16,0.273,136
17,0.394,136
18,0.545,136
19,0.333,136
20,0.545,136
21,0.273,136
22,0.606,136
23,0.303,136
0,0.146,138
1,0.293,138
2,0.098,138
3,0.049,138
4,0.024,138
5,1.000,138
6,0.220,138
0,0.241,139
1,1.000,139
2,0.448,139
3,0.414,139
4,0.310,139
5,0.172,139
6,0.207,139
7,0.483,139
8,0.552,139
9,0.276,139
10,0.276,139
11,0.586,139
12,0.517,139
13,0.483,139
14,0.414,139
15,0.207,139
16,0.414,139
17,0.241,139
18,0.517,139
19,0.552,139
20,0.241,139
21,0.276,139
0,0.800,140
1,1.000,140
2,0.800,140
3,0.200,140
4,0.333,140
5,0.133,140
6,0.233,140
7,0.100,140
8,0.300,140
9,0.200,140
10,0.100,140
11,0.300,140
12,0.067,140
13,0.233,140
14,0.200,140
15,0.367,140
16,0.200,140
17,0.400,140
18,0.300,140
19,0.300,140
20,0.033,140
21,0.133,140
22,0.100,140
23,0.200,140
0,0.769,141
1,0.885,141
2,0.154,141
3,0.077,141
4,0.269,141
5,0.115,141
6,0.269,141
7,0.385,141
8,0.154,141
9,0.192,141
10,0.346,141
11,0.346,141
12,0.462,141
13,0.346,141
14,0.231,141
15,0.192,141
16,0.385,141
17,0.500,141
18,0.385,141
19,0.346,141
20,0.577,141
21,1.000,141
22,0.346,141
23,0.538,141
0,0.000,142
1,0.000,142
2,0.000,142
3,0.000,142
4,0.000,142
5,0.000,142
6,1.000,142
7,0.292,142
8,0.212,142
9,0.212,142
10,0.182,142
11,0.270,142
12,0.219,142
13,0.102,142
14,0.197,142
15,0.234,142
16,0.190,142
17,0.212,142
18,0.226,142
19,0.234,142
20,0.204,142
21,0.131,142
22,0.080,142
23,0.102,142
0,0.932,143
1,1.000,143
2,0.625,143
3,0.193,143
4,0.068,143
5,0.114,143
6,0.080,143
7,0.102,143
0,0.136,148
1,0.136,148
2,0.364,148
3,0.136,148
4,0.045,148
5,0.000,148
6,0.409,148
7,0.727,148
8,0.364,148
9,0.636,148
10,1.000,148
11,0.909,148
12,0.682,148
13,0.045,148
14,0.091,148
15,0.091,148
16,0.091,148
17,0.000,148
18,0.000,148
19,0.091,148
20,0.000,148
21,0.136,148
22,0.364,148
0,1.000,150
1,0.340,150
2,0.480,150
3,0.460,150
4,0.460,150
5,0.540,150
6,0.540,150
7,0.420,150
8,0.220,150
9,0.420,150
10,0.280,150
11,0.520,150
12,0.540,150
13,0.260,150
14,0.380,150
15,0.320,150
16,0.220,150
17,0.200,150
18,0.280,150
19,0.240,150
20,0.280,150
21,0.200,150
22,0.220,150
23,0.360,150
0,0.000,151
1,0.000,151
2,0.000,151
3,0.000,151
4,0.000,151
5,0.000,151
6,0.000,151
7,0.000,151
8,0.000,151
9,0.000,151
10,0.000,151
11,0.000,151
12,0.000,151
13,0.256,151
14,0.333,151
15,1.000,151
16,0.282,151
17,0.692,151
18,0.769,151
19,0.333,151
20,0.103,151
21,0.103,151
22,0.385,151
23,0.179,151
0,0.000,152
1,1.000,152
2,0.576,152
3,0.303,152
4,0.606,152
5,0.364,152
6,0.545,152
7,0.576,152
8,0.303,152
9,0.333,152
10,0.333,152
11,0.455,152
12,0.758,152
13,0.273,152
14,0.394,152
15,0.152,152
16,0.152,152
17,0.212,152
18,0.242,152
19,0.273,152
20,0.273,152
21,0.182,152
0,0.000,153
1,0.000,153
2,0.000,153
3,0.000,153
4,0.000,153
5,0.000,153
6,0.000,153
7,0.000,153
8,0.000,153
9,0.000,153
10,0.000,153
11,0.000,153
12,0.000,153
13,0.000,153
14,0.000,153
15,0.000,153
16,0.000,153
17,1.000,153
18,0.471,153
19,0.373,153
20,0.588,153
21,0.745,153
22,0.765,153
23,0.431,153
0,0.000,154
1,0.257,154
2,0.286,154
3,0.943,154
4,0.686,154
5,1.000,154
6,0.971,154
7,0.629,154
8,0.000,154
9,0.000,154
10,0.000,154
11,0.000,154
12,0.000,154
13,0.229,154
0,1.000,155
1,0.560,155
2,0.680,155
3,0.560,155
4,0.160,155
5,0.320,155
6,0.520,155
7,0.680,155
8,0.520,155
9,0.760,155
10,0.320,155
11,0.320,155
12,0.160,155
13,0.120,155
14,0.240,155
0,0.669,158
1,1.000,158
2,0.419,158
3,0.743,158
4,0.500,158
5,0.108,158
6,0.014,158
7,0.041,158
8,0.041,158
9,0.054,158
10,0.149,158
11,0.041,158
12,0.007,158
13,0.020,158
14,0.068,158
15,0.041,158
16,0.041,158
17,0.054,158
0,0.857,159
1,0.476,159
2,0.286,159
3,0.310,159
4,0.310,159
5,0.286,159
6,0.262,159
7,0.214,159
8,0.310,159
9,0.119,159
10,0.214,159
11,0.190,159
12,0.119,159
13,1.000,159
14,0.381,159
15,0.095,159
16,0.333,159
17,0.262,159
18,0.286,159
19,0.190,159
20,0.167,159
21,0.500,159
22,0.357,159
23,0.167,159
0,0.000,162
1,0.000,162
2,0.000,162
3,0.000,162
4,0.000,162
5,0.000,162
6,0.000,162
7,0.000,162
8,0.000,162
9,0.000,162
10,0.000,162
11,0.000,162
12,0.000,162
13,0.000,162
14,0.000,162
15,0.000,162
16,0.094,162
17,0.229,162
18,0.958,162
19,0.385,162
20,0.333,162
21,0.365,162
22,1.000,162
23,0.573,162
0,0.852,165
1,1.000,165
2,0.148,165
3,0.148,165
4,0.222,165
5,0.148,165
6,0.222,165
0,0.400,170
1,1.000,170
2,0.217,170
3,0.217,170
4,0.217,170
5,0.117,170
0,1.000,172
1,0.179,172
2,0.060,172
3,0.012,172
4,0.119,172
5,0.036,172
6,0.048,172
7,0.071,172
8,0.202,172
9,0.048,172
10,0.286,172
11,0.048,172
12,0.012,172
13,0.167,172
14,0.107,172
15,0.071,172
0,0.000,173
1,0.000,173
2,0.000,173
3,0.000,173
4,0.462,173
5,0.808,173
6,0.192,173
7,0.231,173
8,0.231,173
9,0.308,173
10,0.192,173
11,0.269,173
12,0.385,173
13,1.000,173
14,0.538,173
15,0.231,173
16,0.500,173
17,0.308,173
18,0.308,173
19,0.308,173
20,0.385,173
21,0.231,173
22,0.154,173
23,0.654,173
0,0.043,177
1,0.043,177
2,0.696,177
3,0.522,177
4,0.609,177
5,0.217,177
6,0.391,177
7,0.522,177
8,0.913,177
9,1.000,177
10,0.522,177
11,0.435,177
12,0.130,177
13,0.391,177
14,0.435,177
15,0.652,177
16,0.391,177
17,0.087,177
18,0.217,177
19,0.435,177
20,0.478,177
21,0.609,177
22,0.174,177
23,0.130,177
0,0.821,178
1,0.393,178
2,0.286,178
3,0.393,178
4,0.357,178
5,0.357,178
6,0.071,178
7,0.214,178
8,0.179,178
9,0.143,178
10,0.071,178
11,0.643,178
12,0.643,178
13,0.286,178
14,0.393,178
15,0.500,178
16,1.000,178
17,0.786,178
18,0.786,178
19,0.750,178
20,0.714,178
21,0.679,178
22,0.571,178
23,0.607,178
0,0.654,190
1,0.077,190
2,1.000,190
3,0.615,190
4,0.115,190
5,0.269,190
6,0.423,190
7,0.192,190
8,0.231,190
9,0.423,190
10,0.731,190
11,0.154,190
12,0.577,190
13,0.308,190
14,0.154,190
15,0.423,190
16,0.192,190
17,0.115,190
18,0.038,190
19,0.231,190
20,0.615,190
21,0.269,190
22,0.385,190
23,0.077,190
0,0.377,194
1,1.000,194
2,0.344,194
3,0.295,194
4,0.213,194
5,0.246,194
6,0.262,194
7,0.115,194
8,0.393,194
9,0.164,194
10,0.197,194
11,0.180,194
12,0.328,194
13,0.197,194
14,0.033,194
15,0.033,194
16,0.082,194
17,0.066,194
0,0.000,204
1,0.000,204
2,0.000,204
3,0.000,204
4,0.000,204
5,0.000,204
6,0.000,204
7,0.000,204
8,0.000,204
9,0.000,204
10,0.000,204
11,0.000,204
12,0.000,204
13,0.000,204
14,0.000,204
15,0.000,204
16,0.204,204
17,0.624,204
18,1.000,204
19,0.194,204
20,0.183,204
21,0.108,204
22,0.097,204
23,0.065,204
0,0.000,205
1,0.000,205
2,0.000,205
3,0.000,205
4,0.000,205
5,0.000,205
6,0.000,205
7,0.000,205
8,0.000,205
9,0.000,205
10,0.000,205
11,0.000,205
12,0.577,205
13,1.000,205
14,0.254,205
15,0.380,205
16,0.282,205
17,0.338,205
18,0.155,205
19,0.254,205
20,0.183,205
21,0.324,205
22,0.169,205
23,0.127,205
0,0.000,207
1,0.000,207
2,0.000,207
3,1.000,207
4,0.861,207
5,1.000,207
6,0.667,207
7,0.528,207
8,0.556,207
9,0.667,207
10,0.556,207
11,0.667,207
12,0.611,207
13,0.500,207
14,0.556,207
15,0.972,207
16,0.778,207
17,0.583,207
18,0.722,207
19,0.472,207
20,0.528,207
21,0.500,207
22,0.528,207
23,0.889,207
0,0.019,208
1,1.000,208
2,0.194,208
3,0.165,208
4,0.068,208
5,0.058,208
6,0.039,208
7,0.010,208
8,0.029,208
9,0.019,208
10,0.019,208
0,0.682,210
1,1.000,210
2,0.136,210
3,0.091,210
4,0.091,210
5,0.136,210
6,0.091,210
7,0.136,210
8,0.318,210
9,0.045,210
10,0.091,210
11,0.364,210
12,0.182,210
13,0.182,210
14,0.182,210
15,0.091,210
16,0.227,210
17,0.091,210
18,0.091,210
19,0.045,210
20,0.000,210
21,0.227,210
0,0.263,211
1,1.000,211
2,0.298,211
3,0.158,211
4,0.386,211
5,0.246,211
6,0.123,211
7,0.053,211
8,0.263,211
9,0.105,211
10,0.158,211
11,0.140,211
12,0.158,211
13,0.123,211
14,0.053,211
15,0.263,211
16,0.140,211
17,0.088,211
18,0.053,211
19,0.088,211
20,0.053,211
21,0.088,211
22,0.053,211
23,0.140,211
0,0.667,214
1,0.370,214
2,0.481,214
3,0.889,214
4,0.815,214
5,1.000,214
6,0.926,214
7,0.593,214
8,0.926,214
9,0.704,214
10,0.259,214
11,0.259,214
12,0.296,214
13,0.333,214
14,0.370,214
15,0.259,214
16,0.296,214
17,0.111,214
18,0.222,214
19,0.037,214
20,0.148,214
21,0.333,214
22,0.111,214
23,0.222,214
0,1.000,232
1,0.580,232
2,0.174,232
3,0.116,232
4,0.130,232
5,0.159,232
6,0.261,232
7,0.043,232
8,0.145,232
9,0.058,232
10,0.159,232
11,0.116,232
12,0.087,232
13,0.261,232
14,0.116,232
15,0.058,232
16,0.101,232
17,0.130,232
18,0.058,232
19,0.072,232
20,0.072,232
21,0.072,232
22,0.029,232
23,0.072,232
0,1.000,233
1,0.121,233
2,0.242,233
3,0.273,233
4,0.364,233
5,0.091,233
6,0.152,233
7,0.061,233
8,0.121,233
9,0.182,233
10,0.152,233
11,0.152,233
12,0.152,233
13,0.091,233
14,0.273,233
15,0.182,233
16,0.121,233
17,0.152,233
18,0.091,233
19,0.121,233
20,0.091,233
21,0.000,233
22,0.000,233
23,0.000,233
0,0.000,235
1,0.000,235
2,0.000,235
3,0.000,235
4,0.000,235
5,0.136,235
6,0.455,235
7,1.000,235
8,0.227,235
9,0.136,235
10,0.136,235
0,0.000,236
1,0.000,236
2,0.000,236
3,0.000,236
4,0.000,236
5,0.000,236
6,0.000,236
7,0.000,236
8,0.000,236
9,1.000,236
10,0.778,236
11,0.278,236
12,0.333,236
13,0.306,236
14,0.389,236
15,0.833,236
16,0.278,236
17,0.167,236
18,0.194,236
19,0.167,236
20,0.250,236
21,0.111,236
22,0.333,236
23,0.222,236
0,1.000,238
1,0.571,238
2,0.381,238
3,0.143,238
0,0.000,242
1,0.000,242
2,0.000,242
3,0.000,242
4,0.000,242
5,0.000,242
6,0.500,242
7,0.077,242
8,0.000,242
9,0.077,242
10,0.308,242
11,0.115,242
12,1.000,242
13,0.115,242
14,0.423,242
15,0.192,242
16,0.154,242
17,0.038,242
18,0.077,242
19,0.269,242
20,0.077,242
21,0.154,242
22,0.154,242
23,0.192,242
0,1.000,243
1,0.542,243
2,0.208,243
3,0.111,243
4,0.194,243
5,0.236,243
6,0.125,243
7,0.250,243
8,0.292,243
9,0.167,243
10,0.222,243
11,0.194,243
12,0.111,243
13,0.236,243
14,0.236,243
15,0.083,243
16,0.194,243
17,0.250,243
18,0.181,243
19,0.153,243
20,0.236,243
21,0.139,243
22,0.097,243
23,0.028,243
0,0.000,244
1,0.480,244
2,1.000,244
3,0.200,244
0,0.299,254
1,0.597,254
2,1.000,254
3,0.403,254
4,0.313,254
5,0.433,254
6,0.313,254
7,0.418,254
8,0.164,254
9,0.284,254
10,0.134,254
11,0.104,254
12,0.134,254
13,0.254,254
14,0.209,254
15,0.134,254
16,0.075,254
17,0.239,254
18,0.164,254
19,0.119,254
20,0.045,254
21,0.104,254
22,0.134,254
23,0.104,254
0,0.000,263
1,0.000,263
2,0.000,263
3,0.000,263
4,0.000,263
5,0.000,263
6,0.647,263
7,1.000,263
8,0.765,263
9,0.235,263
10,0.441,263
11,0.235,263
12,0.059,263
13,0.029,263
14,0.882,263
15,0.294,263
16,0.353,263
17,0.382,263
18,0.412,263
19,0.500,263
20,0.382,263
21,0.176,263
22,0.618,263
23,0.206,263
0,1.000,266
1,0.595,266
2,0.119,266
3,0.286,266
4,0.071,266
5,0.048,266
6,0.071,266
7,0.167,266
8,0.071,266
9,0.095,266
10,0.119,266
11,0.024,266
12,0.048,266
13,0.024,266
14,0.071,266
0,0.624,271
1,1.000,271
2,0.115,271
3,0.103,271
4,0.079,271
5,0.079,271
6,0.018,271
0,1.000,277
1,0.652,277
2,0.561,277
3,0.682,277
4,0.879,277
5,0.576,277
6,0.530,277
7,0.485,277
8,0.409,277
9,0.470,277
10,0.515,277
11,0.985,277
12,0.530,277
13,0.182,277
14,0.076,277
15,0.061,277
16,0.076,277
17,0.015,277
18,0.015,277
19,0.030,277
20,0.106,277
21,0.015,277
22,0.015,277
23,0.076,277
0,0.587,281
1,1.000,281
2,0.130,281
3,0.065,281
4,0.174,281
5,0.087,281
6,0.109,281
7,0.065,281
8,0.065,281
9,0.065,281
10,0.065,281
11,0.196,281
12,0.065,281
13,0.000,281
14,0.000,281
15,0.000,281
16,0.022,281
17,0.087,281
18,0.109,281
19,0.109,281
20,0.152,281
21,0.087,281
0,0.000,282
1,0.000,282
2,0.000,282
3,0.000,282
4,0.000,282
5,0.000,282
6,0.000,282
7,0.000,282
8,0.000,282
9,0.000,282
10,0.000,282
11,0.318,282
12,0.227,282
13,0.091,282
14,0.045,282
15,0.136,282
16,0.045,282
17,0.182,282
18,0.318,282
19,0.000,282
20,0.000,282
21,0.000,282
22,0.318,282
23,1.000,282
0,0.943,292
1,0.514,292
2,1.000,292
3,0.743,292
4,0.600,292
5,0.429,292
6,0.714,292
7,0.600,292
8,0.771,292
9,0.771,292
10,0.800,292
11,0.514,292
12,0.343,292
13,0.029,292
14,0.143,292
15,0.114,292
16,0.086,292
17,0.057,292
18,0.029,292
19,0.114,292
20,0.057,292
21,0.029,292
22,0.086,292
23,0.029,292
0,0.645,293
1,0.387,293
2,0.226,293
3,0.161,293
4,0.419,293
5,0.355,293
6,0.516,293
7,0.516,293
8,0.258,293
9,0.806,293
10,0.548,293
11,0.935,293
12,0.161,293
13,0.032,293
14,0.161,293
15,1.000,293
16,0.710,293
17,0.645,293
18,0.419,293
19,0.258,293
20,0.065,293
21,0.097,293
22,0.581,293
23,0.677,293
0,0.913,295
1,0.435,295
2,0.304,295
3,0.478,295
4,0.217,295
5,0.348,295
6,0.435,295
7,1.000,295
8,0.478,295
9,0.696,295
10,0.348,295
11,0.087,295
12,0.217,295
13,0.130,295
14,0.174,295
0,0.000,311
1,0.000,311
2,0.000,311
3,0.000,311
4,0.000,311
5,0.000,311
6,0.000,311
7,1.000,311
8,0.839,311
9,0.387,311
10,0.290,311
11,0.355,311
12,0.097,311
13,0.355,311
14,0.129,311
15,0.065,311
16,1.000,311
17,0.161,311
18,0.194,311
19,0.290,311
20,0.194,311
21,0.419,311
22,0.226,311
23,0.161,311
0,1.000,314
1,0.676,314
2,0.351,314
3,0.324,314
4,0.216,314
5,0.162,314
6,0.351,314
7,0.270,314
8,0.081,314
9,0.243,314
10,0.081,314
11,0.108,314
12,0.108,314
13,0.189,314
14,0.081,314
0,0.000,316
1,0.000,316
2,0.000,316
3,0.000,316
4,1.000,316
5,0.136,316
0,0.645,318
1,1.000,318
2,0.145,318
3,0.174,318
4,0.065,318
5,0.080,318
6,0.000,318
7,0.000,318
8,0.000,318
9,0.014,318
10,0.007,318
11,0.014,318
0,1.000,322
1,0.292,322
2,0.125,322
