id,label
21,Soziales
14,Integration
12,Gesundheit
15,Jugend
04,Bildung
01,Antidiskriminierung
18,Kultur
08,Familie
02,Arbeit
23,Stadtentwicklung
11,Frauen
13,Gleichstellung
28,Wirtschaft
22,Sport
17,"Kirchen, Religions-, Weltanschauungsgemeinschaften"
10,Forschung
27,Verkehr
26,Verbraucherschutz
07,Europa
25,Umwelt
06,Denkmalschutz
19,Pflege
20,"Sicherheit, Ordnung"
05,"Bürgerschaftliches Engagement, Bürgerbeteiligung"
03,"Bauen, Wohnen"
00,'
29,Wissenschaft
16,Justiz
09,Finanzen
24,Tierschutz
