jahr,geber,politikbereich,betrag,plz,name,zweck,empfaengertyp,empfaengerid
2014,05,21,625000,161,248,30384,36,1615
2014,18,14,32050,46,8127,16134,36,1431
2017,05,14,248200,166,2078,31889,15,5372
2015,23,12,138116,124,872,10593,36,923
2015,20,15,76460,297,3729,6524,36,3155
2016,05,04,6607,213,3923,31759,36,2403
2014,18,01,20000,113,5054,24442,36,2252
2014,18,01,60000,113,5054,33158,36,2252
2015,16,18,85000,154,5608,22201,36,499
2016,05,08,2499,213,8085,21056,36,741
2016,05,15,15363,213,8085,30920,36,741
2013,18,02,169144,315,4076,3452,36,613
2013,18,02,550,315,4076,3475,36,613
2013,18,02,24850,315,4076,3478,36,613
2013,18,02,38874,315,4076,3479,36,613
2016,04,23,1750,261,92,30076,36,1787
2016,04,23,980,282,8723,30076,15,3655
2016,20,15,225888,166,2086,12895,36,1606
2014,14,18,5000,301,00,33722,15,3719
2016,14,18,4900,301,00,32364,15,3719
2015,18,02,3733,364,03,22565,28,4583
2016,18,02,1866,364,03,22565,28,4583
2015,18,02,3118,364,05,22566,36,2038
2016,18,02,4173,364,05,22567,36,2038
2017,27,02,707,364,05,23171,36,2038
2013,16,18,2863000,77,3514,31535,15,889
2014,16,18,2863000,77,3514,31537,15,889
2013,18,11,32650,264,4449,15622,36,1487
2013,16,18,195000,143,09,2379,15,2831
2013,16,18,30000,143,09,2705,15,2831
2013,16,18,90000,143,09,3576,15,2831
2013,16,18,100000,143,09,9690,15,2831
2013,16,18,30000,143,09,18205,15,2831
2013,16,18,50000,143,09,27662,15,2831
2013,16,18,31000,143,09,31503,15,2831
2013,16,18,100000,143,09,32822,15,2831
2016,18,02,2384,46,4881,13372,36,1804
2016,18,02,2263,46,4881,13848,36,1804
2016,18,02,2781,46,4881,18114,36,1804
2016,18,02,9205,46,4881,19090,36,1804
2016,18,02,8803,46,4881,32648,36,1804
2017,27,02,1589,46,4881,18114,36,1804
2017,27,02,34213,46,4881,19090,36,1804
2017,27,02,1964,46,4881,34152,36,1804
2014,02,21,25000,273,10,22379,36,1765
2015,02,21,30000,273,10,22379,36,1765
2016,02,21,30000,273,10,22331,36,1765
2017,02,21,30000,273,10,22332,36,1765
2013,02,21,28125,273,10,26273,36,1765
2013,16,18,100000,08,5616,19844,36,500
2013,16,18,30000,08,5616,21695,36,500
2013,16,18,38275,08,5616,32116,36,500
2013,16,18,30000,08,5616,34650,36,500
2013,03,15,15000,00,8906,2041,15,5457
2013,03,15,17875,00,8906,10283,15,5457
2013,03,15,22500,00,8906,31549,15,5457
2013,03,23,33000,00,8906,8720,15,5457
2013,03,23,3164,00,8906,14445,15,5457
2014,03,15,15000,00,8906,2080,15,5457
2014,03,15,17575,00,8906,37283,15,5457
2014,03,15,30000,00,8906,31551,15,5457
2014,03,23,33000,00,8906,8724,15,5457
2014,03,23,9416,00,8906,17956,15,5457
2014,18,02,8145,253,8906,8723,15,5457
2015,20,15,52398,252,11,6518,36,2646
2013,16,18,130000,154,12,6434,36,1357
2013,16,18,37000,154,12,9890,36,1357
2015,20,15,122133,12,13,6554,15,5365
2016,20,15,196000,87,14,6558,15,6460
2017,24,13,5000,146,01,38124,36,3302
2013,37,28,20000,152,8589,11194,15,3880
2013,37,28,20000,152,8589,11997,15,3880
2013,37,28,3838,152,8589,14208,15,3880
2013,37,28,872500,152,8589,19833,15,3880
2013,37,28,1494390,77,15,19833,15,5562
2015,26,22,6770,439,33,21921,36,1228
2013,26,22,383,388,16,21924,36,476
2014,26,22,430,388,16,21924,36,476
2015,26,22,398,388,16,21924,36,476
2016,26,22,475,388,16,21924,36,476
2017,26,22,493,388,16,21924,36,476
2016,26,22,2729,110,17,23739,36,648
2014,26,22,1137,345,18,21924,36,2110
2014,26,22,5910,325,19,21924,36,446
2016,26,22,4249,325,19,21924,36,446
2013,10,22,2000,126,34,37096,36,387
2013,26,22,2656,99,20,21924,36,514
2014,26,22,4079,99,20,21924,36,514
2015,26,22,3645,99,20,21924,36,514
2016,26,22,4830,99,20,21924,36,514
2017,26,22,4605,99,20,21924,36,514
2014,26,22,362,276,21,21924,36,1432
2016,26,22,250,276,21,21924,36,1432
2017,26,22,250,276,21,21924,36,1432
2013,26,22,288,276,21,21924,36,1432
2015,26,22,370,276,21,21924,36,1432
2013,26,22,944,345,24,21924,00,6755
2015,26,22,1300,345,18,21924,36,2110
2015,26,22,7723,241,25,21922,36,1050
2013,11,18,2410,241,25,38241,36,1050
2013,11,22,500,241,25,15382,36,1050
2017,19,04,88320,241,25,27633,36,1050
2016,20,04,88320,241,25,27633,36,1050
2013,26,22,4100,241,25,21921,36,1050
2013,26,22,8511,241,25,21922,36,1050
2013,26,22,15951,241,25,21924,36,1050
2014,26,22,4100,241,25,21921,36,1050
2014,26,22,7860,241,25,21922,36,1050
2014,26,22,22184,241,25,21924,36,1050
2015,26,22,23168,241,25,21924,36,1050
2016,26,22,5321,241,25,21921,36,1050
2016,26,22,7705,241,25,21922,36,1050
2016,26,22,24884,241,25,21924,36,1050
2017,26,22,5535,241,25,21921,36,1050
2017,26,22,7739,241,25,21922,36,1050
2017,26,22,24690,241,25,21924,36,1050
2013,20,04,54400,241,25,27771,36,1050
2014,20,04,83413,241,25,27632,36,1050
2013,26,22,4320,325,26,21924,00,6755
2015,26,22,4595,325,19,21924,36,446
2017,26,22,4565,325,19,21924,36,446
2013,26,22,812,126,28,21924,00,6755
2015,26,22,1848,126,34,21924,36,387
2017,26,22,3068,126,34,21924,36,387
2015,26,22,4513,241,25,21921,36,1050
2014,26,22,2676,203,23,21924,36,347
2016,26,22,2604,203,23,21924,36,347
2013,26,22,479,335,30,21924,36,641
2014,26,22,601,335,30,21924,36,641
2015,26,22,642,335,30,21924,36,641
2016,26,22,615,335,30,21924,36,641
2017,26,22,524,335,30,21924,36,641
2013,26,22,352,289,31,21924,36,2289
2014,26,22,1184,289,31,21924,36,2289
2015,26,22,846,289,31,21924,36,2289
2016,26,22,483,289,31,21924,36,2289
2017,02,14,6000,439,33,31620,36,1228
2013,26,22,3747,439,33,21924,36,1228
2013,26,22,6150,439,33,21921,36,1228
2014,26,22,6150,439,33,21921,36,1228
2014,26,22,4415,439,33,21924,36,1228
2015,26,22,4513,439,33,21924,36,1228
2016,26,22,7982,439,33,21921,36,1228
2016,26,22,5059,439,33,21924,36,1228
2017,26,22,8302,439,33,21921,36,1228
2017,26,22,4727,439,33,21924,36,1228
2014,26,22,2411,126,34,21924,36,387
2016,26,22,3761,126,34,21924,36,387
2013,26,22,1747,196,35,21924,00,6755
2015,26,22,1848,203,23,21924,36,347
2017,26,22,2604,203,23,21924,36,347
2013,37,28,20000,377,38,11957,15,5227
2013,37,28,20000,377,38,11819,15,5227
2016,37,28,14700,377,38,3654,15,5227
2013,37,28,20000,22,39,18528,15,5312
2013,37,28,20000,22,39,35092,15,5312
2017,31,17,2200,10,40,37496,28,4640
2015,12,17,2300,10,40,22873,28,4640
2014,37,28,1900,78,41,15147,36,2867
2015,37,28,1900,78,41,15144,36,2867
2016,37,28,2000,78,41,547,36,2870
2015,37,28,2800,08,44,16680,15,6213
2015,37,28,1750,08,44,16681,15,6213
2016,18,02,4800,345,46,22568,15,5047
2015,37,28,20000,67,45,11923,15,5987
2016,37,28,170000,67,45,11673,15,5987
2016,37,28,110076,67,45,12347,15,5987
2015,18,02,4933,345,46,22568,15,5047
2017,27,02,933,345,46,23172,15,5047
2016,12,17,2000000,111,48,10468,36,3241
2017,31,17,6400000,111,48,10469,36,3241
2016,39,17,215500,111,48,24710,36,3241
2017,36,28,465570,57,49,12830,15,5670
2013,37,28,15000,57,49,21638,15,5670
2013,37,28,15000,08,49,9907,15,5670
2014,37,28,20000,57,49,2874,15,5670
2017,31,18,70000,222,50,34469,36,3312
2013,37,28,120030,229,51,19833,15,5091
2016,37,28,414310,229,51,12830,15,5091
2017,36,28,2000,108,55,9429,15,5295
2017,36,28,12000,108,55,24066,15,5295
2017,36,28,10666,108,55,24156,15,5295
2013,37,28,52063,108,55,35457,15,5295
2013,37,28,106941,108,55,35458,15,5295
2014,37,28,19360,108,55,19833,15,5295
2015,37,28,2716,108,55,9429,15,5295
2016,37,28,2000,108,55,9429,15,5295
2016,37,28,8938,108,55,18962,15,5295
2017,36,28,1400,95,56,9429,15,3977
2015,37,28,2100,147,56,9429,15,3977
2016,37,28,1400,147,56,9429,15,3977
2016,37,28,37140,147,56,12830,15,3977
2013,37,28,5250,236,52,24202,15,5050
2013,37,28,99400,179,53,19833,15,4858
2014,37,28,20000,86,54,686,15,6148
2016,37,28,620000,87,54,11502,15,6148
2016,37,28,175490,87,54,12332,15,6148
2016,37,28,14000,86,54,23622,15,6148
2017,31,18,100000,35,5689,2781,15,6064
2017,36,28,4499,32,57,16631,15,4318
2017,36,28,5538,32,57,18475,15,4318
2013,37,28,15000,32,57,34372,15,4318
2015,37,28,4296,32,57,24112,15,4318
2015,37,28,7049,32,57,24158,15,4318
2016,37,28,1800,32,57,9442,15,4318
2016,37,28,1800,32,57,9443,15,4318
2016,37,28,5521,32,57,17151,15,4318
2016,37,28,280588,82,58,8435,15,3909
2015,37,28,4000,10,59,27477,15,5594
2016,37,28,20000,10,59,3043,15,5594
2016,37,28,20000,10,59,11871,15,5594
2016,37,28,8000,10,59,27477,15,5594
2016,37,28,7815,144,60,34374,15,6153
2013,37,28,40570,293,61,19833,15,5353
2016,37,28,2520,229,62,9429,15,6351
2016,37,28,45280,229,62,12830,15,6351
2016,37,28,315000,229,62,23541,15,6351
2013,37,28,67557,08,63,15209,15,5292
2013,37,28,666114,08,63,15210,15,5292
2014,14,18,1800,102,64,33721,15,5177
2017,36,28,20000,143,65,35670,28,4689
2015,37,28,202000,23,66,16651,15,6322
2013,26,22,144,251,67,21924,00,6755
2014,26,22,182,251,67,21924,36,1153
2015,26,22,129,251,67,21924,36,1153
2016,26,22,136,251,67,21924,36,1153
2017,26,22,129,251,67,21924,36,1153
2017,36,28,10300,08,68,37668,15,6573
2017,36,28,75775,23,70,3671,15,6074
2017,36,28,780000,23,70,3672,15,6074
2015,18,02,19966,152,72,13425,15,3486
2015,18,02,12446,152,72,13533,15,3486
2015,18,02,4711,152,72,13709,15,3486
2015,18,02,27861,152,72,28816,15,3486
2015,18,02,28555,152,72,28817,15,3486
2015,18,02,32792,152,72,28946,15,3486
2015,18,02,52500,152,72,28947,15,3486
2015,18,02,40000,152,72,28948,15,3486
2015,18,02,39375,152,72,29051,15,3486
2017,27,14,63558,152,72,20013,15,3486
2013,18,02,31684,152,72,1516,15,3486
2013,18,02,14182,152,72,1548,15,3486
2013,18,02,15238,152,72,37968,15,3486
2013,18,02,30623,152,72,37992,15,3486
2013,18,02,15242,23,72,2366,15,3486
2013,18,02,9124,23,72,17918,15,3486
2013,18,02,38848,23,72,17925,15,3486
2013,18,02,17865,23,72,17926,15,3486
2013,18,02,17865,23,72,17927,15,3486
2013,18,02,15438,23,72,19158,15,3486
2013,18,02,27354,23,72,25838,15,3486
2013,18,02,22332,23,72,28111,15,3486
2013,18,02,9124,23,72,31308,15,3486
2013,18,02,61351,23,72,31309,15,3486
2013,18,02,8772,23,72,31417,15,3486
2013,18,02,32804,23,72,34199,15,3486
2014,18,02,28462,152,72,13425,15,3486
2014,18,02,4632,152,72,17918,15,3486
2014,18,02,1787,152,72,17926,15,3486
2014,18,02,1787,152,72,17927,15,3486
2014,18,02,1442,152,72,19158,15,3486
2014,18,02,16504,152,72,25838,15,3486
2014,18,02,9312,152,72,28111,15,3486
2014,18,02,4632,152,72,31308,15,3486
2014,18,02,18623,152,72,31309,15,3486
2014,18,02,4632,152,72,31417,15,3486
2014,18,02,13944,152,72,34199,15,3486
2016,18,02,31586,152,72,3391,15,3486
2016,18,02,70552,152,72,3392,15,3486
2016,18,02,1719,152,72,13425,15,3486
2016,18,02,31380,152,72,13533,15,3486
2016,18,02,428,152,72,13709,15,3486
2016,18,02,10801,152,72,13711,15,3486
2016,18,02,14943,152,72,17559,15,3486
2016,18,02,5800,152,72,19171,15,3486
2016,18,02,17468,152,72,26431,15,3486
2016,18,02,81513,152,72,26435,15,3486
2016,18,02,43448,152,72,30289,15,3486
2016,18,02,32739,152,72,34464,15,3486
2016,18,02,25793,152,72,35166,15,3486
2017,27,02,83848,152,72,3391,15,3486
2017,27,02,225582,152,72,3392,15,3486
2017,27,02,16809,152,72,12893,15,3486
2017,27,02,6524,152,72,13025,15,3486
2017,27,02,327,152,72,19157,15,3486
2017,27,02,13189,152,72,19171,15,3486
2017,27,02,63510,152,72,20013,15,3486
2017,27,02,20074,152,72,22218,15,3486
2017,27,02,26992,152,72,26431,15,3486
2017,27,02,62001,152,72,26435,15,3486
2017,27,02,1024,152,72,26436,15,3486
2017,27,02,437,152,72,28108,15,3486
2017,27,02,10865,152,72,28111,15,3486
2017,27,02,4220,152,72,30290,15,3486
2017,27,02,48525,152,72,33044,15,3486
2017,27,02,190,152,72,34464,15,3486
2017,27,02,17755,152,72,35166,15,3486
2014,37,28,5125,12,73,9516,15,5342
2014,37,28,2739,12,73,25233,15,5342
2013,18,02,89280,259,8591,9034,15,3403
2014,18,02,24552,259,8591,9034,15,3403
2013,37,28,33700,222,79,19833,14,3491
2014,37,28,20000,222,79,21630,14,3491
2015,37,28,30000,222,79,16651,14,3491
2015,18,02,3199,304,82,22570,15,5187
2016,18,02,1600,304,82,22570,15,5187
2014,37,28,20000,307,84,11672,15,3840
2016,37,28,20000,307,84,11992,15,3840
2013,20,15,25000,173,266,32022,36,3069
2013,37,28,823950,173,8592,19833,15,3756
2014,37,28,20000,173,8592,2309,15,3756
2014,37,28,20000,173,8592,28580,15,3756
2017,36,28,45000,10,267,1875,15,6361
2017,36,28,20000,10,267,11618,15,6361
2016,37,28,2800,10,267,1814,15,6361
2016,37,28,4200,10,267,1815,15,6361
2016,37,28,1800,77,267,9429,15,6361
2015,18,02,1066,89,268,22573,15,6053
2013,37,28,20000,154,269,11790,15,5127
2013,37,28,20000,154,269,11791,15,5127
2017,27,02,20777,293,87,37420,15,6079
2017,27,02,220460,293,87,37422,15,6079
2017,27,02,182042,293,87,36447,15,6079
2016,18,02,198195,293,87,37421,15,6079
2016,18,02,129250,293,87,32790,15,6079
2016,18,02,154627,293,87,36447,15,6079
2017,36,28,17810748,293,87,33637,15,6079
2014,37,28,12284748,293,87,33636,15,6079
2016,37,28,16784748,293,87,33637,15,6079
2014,18,02,208382,293,88,465,28,4469
2015,18,02,249869,293,88,37421,28,4469
2015,18,02,177124,293,88,27483,28,4469
2013,18,02,70121,169,89,28654,15,5034
2013,18,02,101790,169,89,28734,15,5034
2013,18,02,233534,169,89,28926,15,5034
2013,18,02,68544,169,89,28927,15,5034
2014,18,02,78896,169,89,28734,15,5034
2014,18,02,29326,169,89,28762,15,5034
2014,18,02,75337,169,89,28926,15,5034
2014,18,02,24743,169,89,28927,15,5034
2015,18,02,23031,169,89,28622,15,5034
2015,18,02,60073,169,89,28623,15,5034
2015,18,02,79069,169,89,28734,15,5034
2015,18,02,43376,169,89,28762,15,5034
2015,18,02,104860,169,89,28926,15,5034
2015,18,02,41895,169,89,28923,15,5034
2015,18,02,41895,169,89,28924,15,5034
2015,18,02,31948,169,89,28925,15,5034
2016,18,02,15968,169,89,9994,15,5034
2016,18,02,26493,169,89,25779,15,5034
2016,18,02,22542,169,89,25780,15,5034
2016,18,02,9368,169,89,28734,15,5034
2016,18,02,29032,169,89,28923,15,5034
2016,18,02,29032,169,89,28924,15,5034
2016,18,02,38979,169,89,28925,15,5034
2016,18,02,24049,169,89,35212,15,5034
2017,27,02,164,169,89,9994,15,5034
2017,27,02,48218,169,89,25779,15,5034
2017,27,02,28307,169,89,25780,15,5034
2017,27,02,19429,169,89,25781,15,5034
2017,27,02,21497,169,89,25768,15,5034
2017,27,02,25003,169,89,35212,15,5034
2017,27,02,49295,169,89,35213,15,5034
2013,20,15,71916,97,90,6559,15,5385
2014,07,18,1311,323,91,37644,36,2142
2013,04,23,1600,261,92,30076,36,1787
2014,04,23,2460,261,92,30076,36,1787
2014,26,22,695,261,92,21924,36,1787
2016,26,22,774,261,92,21924,36,1787
2016,26,22,550,261,92,23739,36,1787
2013,37,28,5570,154,270,19833,15,1864
2014,37,28,59500,126,270,19833,15,1864
2017,36,28,240000,229,100,12830,15,4307
2014,37,28,5000,229,100,27477,15,4307
2016,37,28,14700,229,100,34350,15,4307
2014,26,22,292,183,372,21924,36,1895
2016,26,22,159,199,372,21924,36,1895
2017,36,28,66252,12,271,26561,15,3874
2013,18,01,65000,163,101,1148,36,2381
2014,18,01,75710,163,101,1149,36,2381
2015,18,01,78210,163,101,1150,36,2381
2016,18,01,79846,163,101,1147,36,2381
2017,30,01,87567,163,101,1147,36,2381
2013,18,02,24159,32,94,38023,15,3478
2014,18,02,11000,236,320,26814,15,3776
2014,18,02,23541,236,320,35127,15,3776
2014,18,02,2545,236,320,36378,15,3776
2013,18,02,53799,236,320,35127,15,3776
2016,37,28,3000,83,95,20625,15,3927
2015,18,02,6327,142,8595,10812,36,2156
2013,37,28,20000,57,273,32132,15,4954
2014,37,28,20000,57,273,12799,15,4954
2014,37,28,20000,57,273,21625,15,4954
2015,37,28,20000,57,273,17002,15,4954
2016,37,28,20000,10,273,18543,15,4954
2013,18,02,57600,222,96,14299,15,5675
2013,18,02,57600,222,96,14300,15,5675
2013,18,02,57600,222,96,14302,15,5675
2013,18,02,56600,222,96,14303,15,5675
2013,18,02,51840,222,96,27195,15,5675
2013,18,02,36480,222,96,27198,15,5675
2013,18,02,52223,222,96,27194,15,5675
2013,18,02,135360,222,96,36001,15,5675
2013,18,02,156000,222,96,36002,15,5675
2014,18,02,39982,222,96,28783,15,5675
2014,18,02,36860,222,96,28787,15,5675
2014,18,02,37900,222,96,28966,15,5675
2014,18,02,36151,222,96,28968,15,5675
2014,18,02,36650,222,96,29060,15,5675
2014,18,02,27849,222,96,29059,15,5675
2014,18,02,77100,222,96,36001,15,5675
2015,18,02,51398,222,96,28784,15,5675
2015,18,02,25628,222,96,28785,15,5675
2015,18,02,40000,222,96,28786,15,5675
2015,18,02,32449,222,96,28967,15,5675
2015,18,02,45388,222,96,29061,15,5675
2015,18,02,44529,222,96,29062,15,5675
2016,18,02,15829,58,96,8079,15,5675
2016,18,02,31479,58,96,14292,15,5675
2016,18,02,22439,58,96,14293,15,5675
2016,18,02,9720,58,96,14294,15,5675
2016,18,02,20746,58,96,27191,15,5675
2016,18,02,2506,58,96,28786,15,5675
2016,18,02,39563,58,96,31294,15,5675
2016,18,02,5577,58,96,31295,15,5675
2017,27,02,15604,58,96,2734,15,5675
2017,27,02,16361,58,96,2735,15,5675
2017,27,02,10704,58,96,8080,15,5675
2017,27,02,20291,58,96,8081,15,5675
2017,27,02,299,58,96,14293,15,5675
2017,27,02,19549,58,96,14294,15,5675
2017,27,02,39760,58,96,14295,15,5675
2017,27,02,20451,58,96,14296,15,5675
2017,27,02,29481,58,96,14297,15,5675
2017,27,02,9561,58,96,14298,15,5675
2017,27,02,3400,58,96,27193,15,5675
2017,27,02,22537,58,96,27192,15,5675
2017,27,02,18134,58,96,31295,15,5675
2014,18,02,303,260,98,1720,15,3917
2014,18,02,40325,260,98,3753,15,3917
2014,18,02,1760,260,98,3754,15,3917
2014,18,02,2640,260,98,3755,15,3917
2014,18,02,9600,260,98,3757,15,3917
2014,18,02,28498,260,98,7220,15,3917
2014,18,02,3733,260,98,7364,15,3917
2014,18,02,6666,260,98,7578,15,3917
2014,18,02,2904,260,98,4786,15,3917
2014,18,02,6072,260,98,4667,15,3917
2014,18,02,4752,260,98,4668,15,3917
2014,18,02,539,260,98,4669,15,3917
2014,18,02,3965,260,98,4670,15,3917
2014,18,02,4920,260,98,17654,15,3917
2014,18,02,11652,260,98,18119,15,3917
2014,18,02,43918,260,98,18118,15,3917
2014,18,02,2556,260,98,20199,15,3917
2014,18,02,6666,260,98,22214,15,3917
2014,18,02,6108,260,98,22444,15,3917
2014,18,02,10000,260,98,22737,15,3917
2014,18,02,3478,260,98,25224,15,3917
2014,18,02,55025,260,98,26778,15,3917
2014,18,02,104728,260,98,26802,15,3917
2014,18,02,6666,260,98,28581,15,3917
2014,18,02,38461,260,98,33883,15,3917
2014,18,02,12274,260,98,33983,15,3917
2014,18,02,14528,260,98,33985,15,3917
2014,18,02,12274,260,98,33937,15,3917
2014,18,02,6666,260,98,35066,15,3917
2015,18,02,5563,260,98,3395,15,3917
2015,18,02,1102,260,98,3754,15,3917
2015,18,02,4372,260,98,3755,15,3917
2015,18,02,4800,260,98,3757,15,3917
2015,18,02,4800,260,98,3760,15,3917
2015,18,02,100,260,98,3810,15,3917
2015,18,02,5409,260,98,7220,15,3917
2015,18,02,27103,260,98,7221,15,3917
2015,18,02,3333,260,98,7578,15,3917
2015,18,02,8833,260,98,4786,15,3917
2015,18,02,5237,260,98,3989,15,3917
2015,18,02,5741,260,98,4667,15,3917
2015,18,02,11068,260,98,4668,15,3917
2015,18,02,2257,260,98,4669,15,3917
2015,18,02,1120,260,98,4670,15,3917
2015,18,02,1165,260,98,18119,15,3917
2015,18,02,10811,260,98,18118,15,3917
2015,18,02,4928,260,98,20626,15,3917
2015,18,02,30834,260,98,21457,15,3917
2015,18,02,3333,260,98,22214,15,3917
2015,18,02,14675,260,98,22445,15,3917
2015,18,02,3700,260,98,22451,15,3917
2015,18,02,3333,260,98,28581,15,3917
2015,18,02,1929,260,98,33983,15,3917
2015,18,02,5701,260,98,33985,15,3917
2015,18,02,5964,260,98,33937,15,3917
2015,18,02,3333,260,98,35066,15,3917
2016,18,02,2298,260,98,3395,15,3917
2016,18,02,100,260,98,3811,15,3917
2016,18,02,2400,260,98,3814,15,3917
2016,18,02,7954,260,98,7221,15,3917
2016,18,02,35980,260,98,7331,15,3917
2016,18,02,8008,260,98,4059,15,3917
2016,18,02,15197,260,98,4075,15,3917
2016,18,02,21197,260,98,4076,15,3917
2016,18,02,5147,260,98,4077,15,3917
2016,18,02,3849,260,98,4082,15,3917
2016,18,02,27389,260,98,4083,15,3917
2016,18,02,5813,260,98,4085,15,3917
2016,18,02,4449,260,98,4087,15,3917
2016,18,02,8424,260,98,4088,15,3917
2016,18,02,10163,260,98,4089,15,3917
2016,18,02,615,260,98,4090,15,3917
2016,18,02,24758,260,98,4096,15,3917
2016,18,02,16015,260,98,4097,15,3917
2016,18,02,9008,260,98,4098,15,3917
2016,18,02,7083,260,98,4099,15,3917
2016,18,02,3849,260,98,4102,15,3917
2016,18,02,6776,260,98,4176,15,3917
2016,18,02,3432,260,98,4177,15,3917
2016,18,02,13728,260,98,4178,15,3917
2016,18,02,8547,260,98,4266,15,3917
2016,18,02,10648,260,98,4269,15,3917
2016,18,02,10637,260,98,4270,15,3917
2016,18,02,13750,260,98,4271,15,3917
2016,18,02,4125,260,98,4308,15,3917
2016,18,02,26026,260,98,4309,15,3917
2016,18,02,13728,260,98,4310,15,3917
2016,18,02,9636,260,98,4340,15,3917
2016,18,02,7788,260,98,4341,15,3917
2016,18,02,2610,260,98,4411,15,3917
2016,18,02,10724,260,98,4456,15,3917
2016,18,02,2886,260,98,4457,15,3917
2016,18,02,6363,260,98,20626,15,3917
2016,18,02,3975,260,98,22448,15,3917
2016,18,02,8375,260,98,22454,15,3917
2017,19,04,7142,260,98,12369,15,3917
2014,20,04,94615,260,98,27540,15,3917
2015,20,04,63094,260,98,27540,15,3917
2016,20,04,34092,260,98,27517,15,3917
2014,03,28,15012,260,98,3417,15,3917
2013,18,02,15055,260,98,3413,15,3917
2013,18,02,30223,260,98,3446,15,3917
2013,18,02,54780,260,98,3452,15,3917
2013,18,02,18500,260,98,3462,15,3917
2013,18,02,101107,260,98,3474,15,3917
2013,18,02,149452,260,98,3475,15,3917
2013,18,02,181287,260,98,7154,15,3917
2013,18,02,189531,260,98,7157,15,3917
2013,18,02,36480,260,98,7159,15,3917
2013,18,02,18536,260,98,7161,15,3917
2013,18,02,5000,260,98,7364,15,3917
2013,18,02,13434,260,98,8501,15,3917
2013,18,02,5000,260,98,11286,15,3917
2013,18,02,20184,260,98,18120,15,3917
2013,18,02,75690,260,98,18118,15,3917
2013,18,02,9600,260,98,20199,15,3917
2013,18,02,14387,260,98,24378,15,3917
2013,18,02,29370,260,98,25224,15,3917
2013,18,02,250000,260,98,26778,15,3917
2013,18,02,127046,260,98,26854,15,3917
2013,18,02,62070,260,98,28119,15,3917
2013,18,02,65457,260,98,37782,15,3917
2013,18,02,62025,260,98,33883,15,3917
2013,18,02,9048,260,98,33912,15,3917
2013,18,02,9048,260,98,33970,15,3917
2013,18,02,6032,260,98,33977,15,3917
2013,18,02,17468,260,98,33983,15,3917
2013,18,02,13937,260,98,33984,15,3917
2013,18,02,9048,260,98,34129,15,3917
2013,18,02,9048,260,98,34130,15,3917
2013,18,02,9048,260,98,34131,15,3917
2013,18,02,9048,260,98,33928,15,3917
2013,18,02,16195,260,98,33937,15,3917
2013,20,04,103325,260,98,27540,15,3917
2013,11,21,300,364,8596,14652,15,4992
2013,11,21,23647,364,8596,19588,15,4992
2013,11,21,26201,364,8596,31343,15,4992
2013,11,21,31122,364,8596,31780,15,4992
2014,11,15,2100,364,8596,27836,15,4992
2014,11,21,49248,364,8596,19588,15,4992
2014,11,21,27961,364,8596,31343,15,4992
2014,11,21,18972,364,8596,31780,15,4992
2015,11,15,3500,364,8596,22394,15,4992
2015,11,21,49248,364,8596,19588,15,4992
2015,11,21,26161,364,8596,31343,15,4992
2015,11,21,19732,364,8596,31780,15,4992
2016,11,14,7478,363,8596,16116,15,4992
2016,11,15,3500,363,8596,22394,15,4992
2016,11,21,51480,363,8596,19588,15,4992
2016,11,21,28780,363,8596,31343,15,4992
2016,11,21,20390,363,8596,31780,15,4992
2017,11,14,44100,364,8596,16116,15,4992
2017,11,21,52600,364,8596,19588,15,4992
2017,11,21,29360,364,8596,31343,15,4992
2017,11,21,20655,364,8596,31780,15,4992
2013,18,02,21408,364,8596,23412,15,4992
2013,18,02,179857,364,8596,26776,15,4992
2014,18,11,138195,364,8596,15751,15,4992
2015,18,11,147500,364,8596,15528,15,4992
2016,18,11,40757,364,8596,15532,15,4992
2016,18,11,79030,364,8596,15533,15,4992
2016,18,11,38282,364,8596,15534,15,4992
2016,18,11,38282,365,4135,15534,15,4993
2017,19,15,178600,364,8596,7445,15,4992
2017,19,15,10800,364,8596,24269,15,4992
2017,19,15,36857,364,8596,25560,15,4992
2013,20,15,169130,364,8596,7445,15,4992
2013,20,15,10800,364,8596,24269,15,4992
2014,20,15,170496,364,8596,7445,15,4992
2014,20,15,10800,364,8596,24269,15,4992
2015,20,15,171961,364,8596,7445,15,4992
2015,20,15,10800,364,8596,24269,15,4992
2016,20,15,175251,364,8596,7445,15,4992
2016,20,15,10800,364,8596,24269,15,4992
2017,24,13,414,363,8596,15342,15,4992
2017,24,13,497272,363,8596,15351,15,4992
2017,24,13,81514,363,8596,15362,15,4992
2017,24,13,90382,363,8596,15363,15,4992
2017,24,13,90706,363,8596,15364,15,4992
2014,18,02,5714,364,8596,12550,15,4992
2014,18,02,2000,364,8596,20263,15,4992
2014,18,02,7141,364,8596,32826,15,4992
2013,20,15,40000,364,8596,32022,15,4992
2013,18,11,71700,364,8596,37124,15,4992
2013,18,11,75438,364,8596,37126,15,4992
2015,18,02,3466,78,274,22574,14,3558
2016,18,02,2933,78,274,22574,14,3558
2017,15,10,63540,644,1910,18913,28,4377
2017,36,28,20000,22,275,21690,15,6634
2017,36,28,20000,22,275,21692,15,6634
2013,37,28,5115000,36,102,19833,15,5813
2015,18,02,3800,297,276,22575,15,5532
2016,18,02,5000,297,276,22575,15,5532
2017,27,02,1200,297,276,23181,15,5532
2014,37,28,20000,297,276,3002,15,5532
