id,label
11992,Entwicklung neuer Systemanwendungen zur elektrotechnischen Gebäudebeheizung unter Berücksichtigung eines veränderten Strommixes aus 'grüner bzw. konventioneller (grauer) Energie'
32022,Starthilfe - Schaffung von Plätzen- Kitaausbauprogramm
2309,Analyse und Optimierung des deutschlandweiten Vertriebs
28580,Qualifizierung und Validierung von Produktionsanlagen und Fertigungsprozessen unter dem Aspekt der Optimierung innerbetrieblicher Prüftätigkeiten zur Verifizierung der innovativen Implantat-Produktreihe LOQTEQ
1875,"Absichtserkennung, Sprachtrendanalyse & Generierung von Formulierungsvarianten"
11618,"Entwicklung einer innovativen, Cloud-basierten Middleware für Sprachautomatisierung"
1814,Aaron Automatisierte Kundeninteraktion
1815,Aaron Matchmaking Tool V1
22573,Landeszuschuss für KMU - Lohnkostenzuschuss für Abacon UG (haftungsbeschränkt)
11790,Entwicklung eines Systems zur Installation und Wartung
11791,Entwicklung eines Systems zur Messung von Energieverbräuchen und weiterer Variablen für das Energiemanagement
37420,girlsatec - Mädchen erobern technische Berufe
37422,girlsatec- Mädchen erobern technische Berufe
36447,Zusatzqualifikationen für digitale Kompetenzen in der Aus- und Weiterbildung
37421,girlsatec - Mädchen erobern technische Berufe (2015)
32790,Teste Technik: Schraube an deiner beruflichen Zukunft 2016
33637,"Um- und Ausbau des ABB Aus- und Weiterbildungszentrums Berlin (Haus 14) in der Lessingstraße 79, in 13158 Berlin durch die ABB Ausbildungszentrum Berlin gGmbH"
33636,Um- und Ausbau des ABB Aus- und Weiterbildungszentrums Berlin (Haus 14) in der Lessingstraße 79 in 13158 Berlin durch die ABB Ausbildungszentrum Berlin gGmbH
465,'girlsatec'
27483,Praktika für Schülerinnen und Schüler zur dualen Ausbildung
28654,Qualifizierung vor Beschäftigung - Berufliche Sprachförderung und Basisqualifizierung
28734,Qualifizierung vor Beschäftigung - Deutsch für den Beruf und Basisqualifizierung
28926,Qualifizierung vor Beschäftigung - Nachträglicher Erwerb des Mittleren Schulabschlusses
28927,Qualifizierung vor Beschäftigung - Nachträglicher Erwerb des Mittleren Schulabschlusses für junge Mütter
28762,Qualifizierung vor Beschäftigung - Erwerb des MSA mit dem Schwerpunkt Montessori- Pädagogik im Fach Mathematik
28622,Qualifizierung vor Beschäftigung - Aufbaukurs Deutsch mit dem Abschluss B2
28623,Qualifizierung vor Beschäftigung - Aufbaukurs Deutsch mit dem Sprachabschluss B2
28923,Qualifizierung vor Beschäftigung - Nachträglicher Erwerb des MSA
28924,Qualifizierung vor Beschäftigung - Nachträglicher Erwerb des MSA für junge Mütter
28925,Qualifizierung vor Beschäftigung - Nachträglicher Erwerb des MSA mit erhöhtem Betreuungsbedarf
9994,Deutsch für den Beruf und Basisqualifikation in der Pflege
25779,Nachträglicher Erwerb des Mittleren Schulabschlusses
25780,Nachträglicher Erwerb des Mittleren Schulabschlusses für junge Mütter
35212,Vorbereitung auf eine Ausbildung zum Sozialassistent / zur Sozialassistentin
25781,Nachträglicher Erwerb des Mittleren Schulabschlusses für junge Mütter und Väter
25768,Nachträglicher Erwerb des MSA
