id,label
4461,1033
6063,3120
6064,3163
6077,5210
6091,7903
4203,10013
4283,10024
4558,10849
4584,10968
4882,12593
4886,12603
4982,13083
5039,13375
5114,13697
5287,14410
5474,15109
5647,15772
6027,17853
6045,18407
6048,20515
6049,20715
6050,21455
6052,25465
6053,25821
6062,30809
6065,33143
6066,38665
6068,42910
6070,45313
6071,45316
6073,47326
6074,48652
6075,49118
6076,49335
6078,54310
6079,54671
6080,55650
6081,58149
6082,58205
6083,59351
6084,60308
6085,62328
6086,68256
6087,68502
6089,75265
6090,77943
6092,84461
6094,86350
6095,87894
6096,88122
6097,89722
6098,90118
6099,95114
6100,99234
6101,99755
4076,100001
4077,100002
4078,100003
4079,100004
4080,100005
4081,100006
4082,100007
4083,100008
4084,100009
4085,100010
4086,100011
4087,100012
4088,100013
4089,100014
4090,100015
4091,100016
4092,100017
4093,100018
4094,100019
4095,100020
4096,100021
4097,100022
4098,100023
4099,100024
4100,100025
4101,100026
4102,100027
4103,100028
4104,100029
4105,100030
4106,100031
4107,100032
4108,100033
4109,100034
4110,100035
4111,100036
4112,100037
4113,100038
4114,100039
4115,100040
4116,100041
4117,100042
4118,100043
4119,100044
4120,100045
4121,100046
4122,100047
4123,100048
4124,100049
4125,100050
4126,100051
4127,100052
4128,100053
4129,100054
4130,100055
4131,100056
4132,100057
4133,100058
4134,100059
4135,100060
4136,100061
4137,100062
4138,100063
4139,100064
4140,100065
4141,100066
4142,100067
4143,100068
4144,100069
4145,100070
4146,100071
4147,100072
4148,100073
4149,100074
4150,100075
4151,100076
4152,100077
4153,100078
4154,100079
4155,100080
4156,100081
4157,100082
4158,100083
4159,100084
4160,100085
4161,100086
4162,100087
4163,100088
4164,100089
4165,100090
4166,100091
4167,100092
4168,100093
4169,100094
4170,100095
4171,100096
4172,100097
4173,100098
4174,100099
4175,100100
4176,100101
4177,100102
4178,100103
4179,100104
4180,100105
4181,100106
4182,100107
4183,100108
4184,100109
4185,100110
4186,100111
4187,100112
4188,100113
4189,100114
4190,100115
4191,100116
4192,100117
4193,100118
4194,100120
4195,100121
4196,100122
4197,100124
4198,100125
4199,100126
4200,100127
4201,100128
4202,100129
4204,100130
4205,100131
4206,100134
4207,100135
4208,100136
4209,100138
4210,100139
4211,100140
4212,100141
4213,100142
4214,100144
4215,100145
4216,100146
4217,100147
4218,100149
4219,100150
4220,100151
4221,100152
4222,100153
4223,100154
4224,100155
4225,100157
4226,100158
4227,100159
4228,100160
4229,100161
4230,100162
4231,100163
4232,100164
4233,100165
4234,100166
4235,100167
4236,100168
4237,100169
4238,100170
4239,100171
4240,100172
4241,100173
4242,100174
4243,100175
4244,100177
4245,100178
4246,100179
4247,100180
4248,100181
4249,100182
4250,100183
4251,100186
4252,100188
4253,100190
4254,100191
4255,100192
4256,100193
4257,100194
4258,100195
4259,100196
4260,100197
4261,100198
