jahr,geber,politikbereich,betrag,plz,name,zweck,empfaengertyp,empfaengerid
2014,05,20,625000,152,235,26991,39,1564
2011,23,20,22934,359,876,19414,39,691
2014,16,13,32050,45,7636,14437,39,1389
2015,20,11,138116,118,825,9474,39,898
2010,11,17,14675,229,2985,33922,00,6103
2011,23,20,17970,135,2789,19470,39,1183
2015,17,14,76460,283,3519,5832,39,3016
2016,05,04,6607,203,3702,28213,39,2314
2014,16,01,20000,107,4746,21678,39,2174
2014,16,01,60000,107,4746,29435,39,2174
2015,15,17,85000,145,5244,19780,39,494
2016,05,07,2499,203,7596,18769,39,725
2016,05,14,15363,203,7596,27473,39,725
2013,16,02,169144,301,3846,3133,39,604
2013,16,02,550,301,3846,3156,39,604
2013,16,02,24850,301,3846,3159,39,604
2013,16,02,38874,301,3846,3160,39,604
2016,04,23,1750,248,87,26718,39,1729
2016,04,23,980,268,8197,26718,15,3427
2016,17,14,225888,157,1964,11505,39,1556
2014,14,17,5000,287,00,29969,15,3488
2016,14,17,4900,287,00,28753,15,3488
2009,29,28,2960,73,00,17695,15,3488
2010,04,23,20000,74,01,8131,00,6103
2011,04,23,10000,74,01,8131,39,2485
2015,16,02,3733,348,02,20086,31,4312
2016,16,02,1866,348,02,20086,31,4312
2010,23,02,3182,240,03,30394,00,6103
2011,23,20,10000,08,1982,449,39,948
2011,23,20,3100,08,1982,3299,39,948
2011,23,20,5000,08,1982,26478,39,948
2010,23,13,10000,31,05,96,00,6103
2010,23,13,19800,31,05,669,00,6103
2011,23,01,65000,31,05,21283,00,6103
2015,16,02,3118,348,04,20087,39,1970
2016,16,02,4173,348,04,20088,39,1970
2010,15,17,2728000,73,3315,28008,15,865
2013,15,17,2863000,73,3315,28008,15,865
2014,15,17,2863000,73,3315,28010,15,865
2011,15,17,2752000,73,3315,28007,15,865
2012,15,17,50000,73,3315,33262,15,865
2012,15,17,2863000,73,3315,28014,15,865
2011,23,02,9210,251,4188,5963,39,1443
2011,23,02,3654,251,4188,19439,39,1443
2011,23,02,6264,251,4188,19440,39,1443
2011,23,02,3654,251,4188,19445,39,1443
2011,23,02,6754,251,4188,30125,39,1443
2011,23,02,6754,251,4188,30376,39,1443
2012,16,02,8170,251,4188,1954,39,1443
2012,16,02,6248,251,4188,1958,39,1443
2012,16,02,8250,251,4188,2908,39,1443
2012,16,02,11052,251,4188,5963,39,1443
2012,16,02,23464,251,4188,8526,39,1443
2012,16,02,6754,251,4188,11044,39,1443
2012,16,02,6754,251,4188,11045,39,1443
2012,16,02,1044,251,4188,19440,39,1443
2012,16,10,71000,251,4188,13983,39,1443
2013,16,10,32650,251,4188,13983,39,1443
2010,29,10,53250,251,06,13983,00,6103
2011,29,10,35130,251,4188,13983,39,1443
2012,16,02,38804,34,07,2878,00,6103
2010,23,02,113298,34,07,2876,00,6103
2010,23,02,6835,34,07,2877,00,6103
2010,23,02,262569,34,07,2879,00,6103
2011,23,02,100723,34,07,2878,00,6103
2011,23,02,1119,34,07,2879,00,6103
2011,23,02,89097,34,07,2880,00,6103
2012,15,17,100000,97,08,23837,15,2716
2010,15,17,25000,97,08,16386,15,2716
2010,15,17,200000,97,08,16393,15,2716
2010,15,17,110000,97,08,16395,15,2716
2010,15,17,55000,97,08,31391,15,2716
2011,15,17,2000,135,08,29087,15,2716
2012,15,17,25000,135,08,2173,15,2716
2012,15,17,150000,135,08,2471,15,2716
2012,15,17,13000,135,08,15018,15,2716
2012,15,17,20000,135,08,16265,15,2716
2012,15,17,50000,135,08,17765,15,2716
2012,15,17,130000,135,08,22520,15,2716
2012,15,17,250000,135,08,23396,15,2716
2013,15,17,195000,135,08,2174,15,2716
2013,15,17,30000,135,08,2471,15,2716
2013,15,17,90000,135,08,3241,15,2716
2013,15,17,100000,135,08,8713,15,2716
2013,15,17,30000,135,08,16265,15,2716
2013,15,17,50000,135,08,24511,15,2716
2013,15,17,31000,135,08,27981,15,2716
2013,15,17,100000,135,08,29134,15,2716
2016,16,02,2384,45,4584,11963,39,1745
2016,16,02,2263,45,4584,12439,39,1745
2016,16,02,2781,45,4584,16185,39,1745
2016,16,02,9205,45,4584,17005,39,1745
2016,16,02,8803,45,4584,28996,39,1745
2012,28,28,20000,145,4990,16989,15,3392
2014,02,20,25000,260,09,19921,39,1708
2015,02,20,30000,260,09,19921,39,1708
2016,02,20,30000,260,09,19881,39,1708
2012,02,20,3640,260,09,23270,39,1708
2013,02,20,28125,260,09,23270,39,1708
2010,15,17,870,08,5251,14118,39,495
2013,15,17,100000,08,5251,17703,39,495
2013,15,17,30000,08,5251,19329,39,495
2013,15,17,38275,08,5251,28525,39,495
2013,15,17,30000,08,5251,30807,39,495
2011,15,17,20000,08,5251,3249,39,495
2011,15,17,30000,08,5251,30805,39,495
2013,03,14,15000,00,8364,1888,15,5090
2013,03,14,17875,00,8364,9201,15,5090
2013,03,14,22500,00,8364,28022,15,5090
2013,03,23,33000,00,8364,7831,15,5090
2013,03,23,3164,00,8364,12993,15,5090
2014,03,14,15000,00,8364,1912,15,5090
2014,03,14,17575,00,8364,33162,15,5090
2014,03,14,30000,00,8364,28024,15,5090
2014,03,23,33000,00,8364,7835,15,5090
2014,03,23,9416,00,8364,16043,15,5090
2014,16,02,8145,240,8364,7834,15,5090
2015,17,14,52398,239,10,5826,39,2541
2010,15,17,90000,145,11,5745,39,1316
2011,15,17,90000,145,11,5745,39,1316
2012,15,17,90000,145,11,5745,39,1316
2012,15,17,4060,145,11,26231,39,1316
2012,15,17,10000,145,11,30729,39,1316
2013,15,17,130000,145,11,5745,39,1316
2013,15,17,37000,145,11,8872,39,1316
2010,30,17,112500,136,11,32656,39,1316
2015,17,14,122133,12,12,5862,15,5006
2016,17,14,196000,83,13,5866,15,5962
2012,16,02,25610,10,66,17020,00,6103
2009,23,02,13206,10,66,17019,00,6103
2010,23,02,41923,10,66,17019,00,6103
2011,23,02,43034,10,66,17020,00,6103
2011,29,28,10500,143,8079,21006,15,3640
2012,28,28,135250,143,8079,17695,15,3640
2012,28,28,196875,143,8079,32010,15,3640
2013,28,28,20000,143,8079,10022,15,3640
2013,28,28,20000,143,8079,10718,15,3640
2013,28,28,3838,143,8079,12780,15,3640
2013,28,28,872500,143,8079,17695,15,3640
2009,29,28,15690,143,8079,17695,15,3640
2010,29,28,533690,143,8079,17695,15,3640
2013,28,28,1494390,73,14,17695,15,5187
2015,22,21,6770,418,32,19539,39,1194
2011,09,21,800,353,15,32580,39,471
2010,22,21,1364,370,15,19542,00,6103
2011,22,21,647,370,15,19542,00,6103
2012,22,21,1547,370,15,19542,00,6103
2013,22,21,383,370,15,19542,39,471
2014,22,21,430,370,15,19542,39,471
2015,22,21,398,370,15,19542,39,471
2016,22,21,475,370,15,19542,39,471
2016,22,21,2729,104,16,21076,39,637
2014,22,21,1137,330,17,19542,39,2039
2014,22,21,5910,311,18,19542,39,443
2016,22,21,4249,311,18,19542,39,443
2011,10,21,764,172,33,26216,39,384
2013,10,21,2000,120,33,32998,39,384
2011,22,21,3459,95,19,19542,00,6103
2012,22,21,3459,95,19,19542,00,6103
2013,22,21,2656,94,19,19542,39,508
2014,22,21,4079,94,19,19542,39,508
2015,22,21,3645,94,19,19542,39,508
2016,22,21,4830,94,19,19542,39,508
2014,22,21,362,263,20,19542,39,1390
2016,22,21,250,263,20,19542,39,1390
2010,22,21,385,263,21,19542,00,6103
2011,22,21,339,263,21,19542,00,6103
2012,22,21,339,263,21,19542,00,6103
2013,22,21,288,263,20,19542,39,1390
2015,22,21,370,263,20,19542,39,1390
2013,22,21,944,330,23,19542,00,6103
2015,22,21,1300,330,17,19542,39,2039
2015,22,21,7723,228,24,19540,39,1019
2011,11,21,1000,228,24,13080,39,1019
2013,11,17,2410,228,24,34026,39,1019
2013,11,21,500,228,24,13751,39,1019
2016,17,04,88320,228,24,24487,39,1019
2010,22,21,4100,228,24,19539,39,1019
2010,22,21,8367,228,24,19540,39,1019
2010,22,21,11752,228,24,19542,39,1019
2011,22,21,4100,228,24,19539,00,6103
2011,22,21,8356,228,24,19540,00,6103
2011,22,21,16466,228,24,19542,00,6103
2012,22,21,4100,228,24,19539,39,1019
2012,22,21,8356,228,24,19540,39,1019
2012,22,21,16466,228,24,19542,39,1019
2013,22,21,4100,228,24,19539,39,1019
2013,22,21,8511,228,24,19540,39,1019
2013,22,21,15951,228,24,19542,39,1019
2014,22,21,4100,228,24,19539,39,1019
2014,22,21,7860,228,24,19540,39,1019
2014,22,21,22184,228,24,19542,39,1019
2015,22,21,23168,228,24,19542,39,1019
2016,22,21,5321,228,24,19539,39,1019
2016,22,21,7705,228,24,19540,39,1019
2016,22,21,24884,228,24,19542,39,1019
2012,17,04,19200,228,24,24612,39,1019
2013,17,04,54400,228,24,24612,39,1019
2014,17,04,83413,228,24,24486,39,1019
2010,22,21,4505,311,25,19542,00,6103
2011,22,21,4432,311,25,19542,00,6103
2012,22,21,4432,311,25,19542,00,6103
2013,22,21,4320,311,25,19542,00,6103
2015,22,21,4595,311,18,19542,39,443
2010,22,21,1260,251,26,19542,00,6103
2011,22,21,1500,251,26,19542,00,6103
2012,22,21,1500,251,26,19542,00,6103
2013,22,21,812,120,27,19542,00,6103
2015,22,21,1848,120,33,19542,39,384
2015,22,21,4513,228,24,19539,39,1019
2014,22,21,2676,193,22,19542,39,344
2016,22,21,2604,193,22,19542,39,344
2009,11,21,400,223,28,29084,39,2251
2010,22,21,558,320,29,19542,00,6103
2011,22,21,543,320,29,19542,00,6103
2012,22,21,543,320,29,19542,00,6103
2013,22,21,479,320,29,19542,39,630
2014,22,21,601,320,29,19542,39,630
2015,22,21,642,320,29,19542,39,630
2016,22,21,615,320,29,19542,39,630
2010,22,21,962,275,30,19543,00,6103
2013,22,21,352,275,30,19542,39,2208
2014,22,21,1184,275,30,19542,39,2208
2015,22,21,846,275,30,19542,39,2208
2016,22,21,483,275,30,19542,39,2208
2010,22,21,2350,162,31,19542,00,6103
2010,22,21,6150,418,32,19539,39,1194
2010,22,21,4162,418,32,19542,39,1194
2011,22,21,3901,418,32,19542,00,6103
2011,22,21,6150,418,32,19539,00,6103
2012,22,21,3901,418,32,19542,39,1194
2012,22,21,5535,418,32,19539,39,1194
2013,22,21,3747,418,32,19542,39,1194
2013,22,21,6150,418,32,19539,39,1194
2014,22,21,6150,418,32,19539,39,1194
2014,22,21,4415,418,32,19542,39,1194
2015,22,21,4513,418,32,19542,39,1194
2016,22,21,7982,418,32,19539,39,1194
2016,22,21,5059,418,32,19542,39,1194
2009,10,21,500,172,33,33251,39,384
2010,10,21,946,172,33,14315,39,384
2014,22,21,2411,120,33,19542,39,384
2016,22,21,3761,120,33,19542,39,384
2010,22,21,3137,193,34,19542,00,6103
2011,22,21,1638,193,34,19542,00,6103
2012,22,21,1638,193,34,19542,00,6103
2013,22,21,1747,186,34,19542,00,6103
2015,22,21,1848,193,22,19542,39,344
2010,22,21,1916,161,35,19542,00,6103
2011,22,21,1774,161,35,19542,00,6103
2012,22,21,1774,161,35,19542,00,6103
2009,29,28,75890,97,36,17695,15,4520
2013,28,28,20000,361,37,10684,15,4875
2013,28,28,20000,361,37,10574,15,4875
2016,28,28,14700,361,37,3313,15,4875
2012,28,28,69018,22,38,10456,15,4956
2012,28,28,314702,22,38,10457,15,4956
2013,28,28,20000,22,38,16545,15,4956
2013,28,28,20000,22,38,31181,15,4956
2015,12,16,2300,10,39,20366,31,4368
2014,28,28,1900,74,40,13603,39,2750
2015,28,28,1900,74,40,13600,39,2750
2016,28,28,2000,74,40,488,39,2753
2010,30,07,28000,167,41,32828,00,6103
2012,17,14,35000,216,42,28440,39,2548
2015,28,28,2800,08,43,14963,15,5769
2015,28,28,1750,08,43,14964,15,5769
2016,16,02,4800,330,44,20089,15,4719
2015,28,28,20000,63,45,10657,15,5572
2016,28,28,170000,63,45,10448,15,5572
2016,28,28,110076,63,45,11020,15,5572
2015,16,02,4933,330,44,20089,15,4719
2009,22,21,6499,54,7167,22854,39,1919
2010,22,21,55000,54,7167,33084,39,1919
2010,22,21,1019,54,7167,19542,39,1919
2010,29,28,70910,217,46,17695,00,6103
2016,12,16,2000000,105,47,9366,39,3082
2016,30,16,215500,105,47,21906,39,3082
2013,28,28,15000,53,48,19282,15,5289
2013,28,28,15000,08,48,8886,15,5289
2014,28,28,20000,53,48,2613,15,5289
2013,28,28,120030,217,49,17695,15,4760
2016,28,28,414310,217,49,11456,15,4760
2013,28,28,52063,102,53,31507,15,4939
2013,28,28,106941,102,53,31508,15,4939
2014,28,28,19360,102,53,17695,15,4939
2015,28,28,2716,102,53,8484,15,4939
2016,28,28,2000,102,53,8484,15,4939
2016,28,28,8938,102,53,16915,15,4939
2010,29,28,222087,102,53,15662,00,6103
2011,29,28,3000,102,53,23453,00,6103
2011,29,28,14000,102,53,24345,00,6103
2012,28,28,64940,139,54,17695,15,3730
2015,28,28,2100,139,54,8484,15,3730
2016,28,28,1400,139,54,8484,15,3730
2016,28,28,37140,139,54,11456,15,3730
2013,28,28,5250,223,50,21458,15,4721
2012,28,28,20000,170,51,26146,15,4539
2013,28,28,99400,170,51,17695,15,4539
2010,29,28,124761,170,51,24471,00,6103
2014,28,28,20000,82,52,609,15,5718
2016,28,28,620000,83,52,10293,15,5718
2016,28,28,175490,83,52,11008,15,5718
2016,28,28,14000,82,52,20979,15,5718
2012,28,28,44500,31,55,21039,15,4054
2013,28,28,15000,31,55,30566,15,4054
2015,28,28,4296,31,55,21373,15,4054
2015,28,28,7049,31,55,21418,15,4054
2016,28,28,1800,31,55,8495,15,4054
2016,28,28,1800,31,55,8496,15,4054
2016,28,28,5521,31,55,15365,15,4054
2009,29,28,647673,139,55,16435,00,6103
2012,28,28,264750,78,56,26419,15,3667
2016,28,28,280588,78,56,7580,15,3667
2009,29,28,265266,78,56,22494,00,6103
2015,28,28,4000,10,57,24358,15,5217
2016,28,28,20000,10,57,2760,15,5217
2016,28,28,20000,10,57,10617,15,5217
2016,28,28,8000,10,57,24358,15,5217
2016,28,28,7815,136,58,30568,15,5723
2013,28,28,40570,279,59,17695,15,4995
2016,28,28,2520,217,60,8484,15,5887
2016,28,28,45280,217,60,11456,15,5887
2016,28,28,315000,217,60,20907,15,5887
2013,28,28,67557,08,61,13659,15,4936
2013,28,28,666114,08,61,13660,15,4936
2010,29,28,18450,12,61,10543,00,6103
2011,29,28,18450,08,61,2633,00,6103
2014,14,17,1800,97,62,29968,15,4829
2015,28,28,202000,23,63,14935,15,5862
2010,22,21,215,238,64,19542,00,6103
2011,22,21,214,238,64,19542,00,6103
2012,22,21,214,238,64,19542,00,6103
2013,22,21,144,238,64,19542,00,6103
2014,22,21,182,238,64,19542,39,1119
2015,22,21,129,238,64,19542,39,1119
2016,22,21,136,238,64,19542,39,1119
2010,29,28,31960,143,65,17695,00,6103
2009,29,28,960520,33,69,17695,15,3726
2015,16,02,19966,143,67,12016,15,3277
2015,16,02,12446,143,67,12124,15,3277
2015,16,02,4711,143,67,12300,15,3277
2015,16,02,27861,143,67,25574,15,3277
2015,16,02,28555,143,67,25575,15,3277
2015,16,02,32792,143,67,25704,15,3277
2015,16,02,52500,143,67,25705,15,3277
2015,16,02,40000,143,67,25706,15,3277
2015,16,02,39375,143,67,25809,15,3277
2012,16,02,12575,23,67,2162,15,3277
2012,16,02,1792,23,67,2169,15,3277
2012,16,02,1135,23,67,12722,15,3277
2012,16,02,1732,23,67,16009,15,3277
2012,16,02,30020,23,67,16016,15,3277
2012,16,02,287,23,67,16034,15,3277
2012,16,02,2620,23,67,16039,15,3277
2012,16,02,7409,23,67,22889,15,3277
2012,16,02,4729,23,67,33769,15,3277
2012,16,02,6305,23,67,33793,15,3277
2012,16,02,732,23,67,24368,15,3277
2012,16,02,5580,23,67,24896,15,3277
2012,16,02,1732,23,67,27801,15,3277
2012,16,02,17732,23,67,27802,15,3277
2012,16,02,1840,23,67,27903,15,3277
2012,16,02,8660,23,67,30404,15,3277
2012,16,02,5669,23,67,30495,15,3277
2012,16,02,6706,23,67,30496,15,3277
2013,16,02,31684,143,67,1407,15,3277
2013,16,02,14182,143,67,1439,15,3277
2013,16,02,15238,143,67,33769,15,3277
2013,16,02,30623,143,67,33793,15,3277
2013,16,02,15242,23,67,2162,15,3277
2013,16,02,9124,23,67,16009,15,3277
2013,16,02,38848,23,67,16016,15,3277
2013,16,02,17865,23,67,16017,15,3277
2013,16,02,17865,23,67,16018,15,3277
2013,16,02,15438,23,67,17063,15,3277
2013,16,02,27354,23,67,22889,15,3277
2013,16,02,22332,23,67,24896,15,3277
2013,16,02,9124,23,67,27801,15,3277
2013,16,02,61351,23,67,27802,15,3277
2013,16,02,8772,23,67,27903,15,3277
2013,16,02,32804,23,67,30404,15,3277
2014,16,02,28462,143,67,12016,15,3277
2014,16,02,4632,143,67,16009,15,3277
2014,16,02,1787,143,67,16017,15,3277
2014,16,02,1787,143,67,16018,15,3277
2014,16,02,1442,143,67,17063,15,3277
2014,16,02,16504,143,67,22889,15,3277
2014,16,02,9312,143,67,24896,15,3277
2014,16,02,4632,143,67,27801,15,3277
2014,16,02,18623,143,67,27802,15,3277
2014,16,02,4632,143,67,27903,15,3277
2014,16,02,13944,143,67,30404,15,3277
2016,16,02,31586,143,67,3076,15,3277
2016,16,02,70552,143,67,3077,15,3277
2016,16,02,1719,143,67,12016,15,3277
2016,16,02,31380,143,67,12124,15,3277
2016,16,02,428,143,67,12300,15,3277
2016,16,02,10801,143,67,12302,15,3277
2016,16,02,14943,143,67,15691,15,3277
2016,16,02,5800,143,67,17076,15,3277
2016,16,02,17468,143,67,23406,15,3277
2016,16,02,81513,143,67,23410,15,3277
2016,16,02,43448,143,67,26904,15,3277
2016,16,02,32739,143,67,30646,15,3277
2016,16,02,25793,143,67,31251,15,3277
2011,23,02,18294,23,67,1407,15,3277
2011,23,02,33740,23,67,1439,15,3277
2011,23,02,16577,23,67,2169,15,3277
2011,23,02,8939,23,67,12722,15,3277
2011,23,02,2767,23,67,12721,15,3277
2011,23,02,2786,23,67,12725,15,3277
2011,23,02,3126,23,67,16015,15,3277
2011,23,02,36606,23,67,16016,15,3277
2011,23,02,1508,23,67,16034,15,3277
2011,23,02,5480,23,67,16039,15,3277
2011,23,02,20713,23,67,17020,15,3277
2011,23,02,7356,23,67,33769,15,3277
2011,23,02,21398,23,67,33793,15,3277
2011,23,02,1576,23,67,33794,15,3277
2011,23,02,4757,23,67,33883,15,3277
2011,23,02,7868,23,67,24368,15,3277
2011,23,02,20487,23,67,30211,15,3277
2011,23,02,22860,23,67,30495,15,3277
2011,23,02,72675,23,67,30496,15,3277
2014,28,28,5125,12,68,8558,15,4985
2014,28,28,2739,12,68,22373,15,4985
2009,29,28,26873,22,70,11577,15,3890
2010,29,28,86450,145,8080,17695,00,6103
2012,16,02,4670,246,8081,7065,15,3205
2012,16,02,34720,246,8081,8129,15,3205
2012,16,02,1558,246,8081,27496,15,3205
2013,16,02,89280,246,8081,8129,15,3205
2014,16,02,24552,246,8081,8129,15,3205
2009,23,02,52464,246,8081,2337,15,3205
2009,23,02,56287,246,8081,7065,15,3205
2009,23,02,10774,246,8081,7222,15,3205
2009,23,02,26232,246,8081,7484,15,3205
2009,23,02,5948,246,8081,22432,15,3205
2009,23,02,5503,246,8081,22433,15,3205
2009,23,02,6171,246,8081,22434,15,3205
2009,23,02,12844,246,8081,22435,15,3205
2009,23,02,9462,246,8081,22436,15,3205
2009,23,02,13507,246,8081,22437,15,3205
2009,23,02,29109,246,8081,27496,15,3205
2010,23,02,17802,246,8081,2337,15,3205
2010,23,02,75635,246,8081,7065,15,3205
2010,23,02,8114,246,8081,7222,15,3205
2010,23,02,10492,246,8081,7483,15,3205
2010,23,02,31316,246,8081,27496,15,3205
2011,23,02,24591,246,8081,7065,15,3205
2010,23,02,13202,143,73,1407,00,6103
2010,23,02,28107,143,73,1439,00,6103
2010,23,02,63208,143,73,4453,00,6103
2010,23,02,28855,143,73,4611,00,6103
2010,23,02,2627,143,73,33769,00,6103
2010,23,02,3678,143,73,33794,00,6103
2010,23,02,4077,143,73,33883,00,6103
2009,23,02,28287,143,72,2158,01,6103
2009,23,02,7017,143,72,2169,01,6103
2009,23,02,6720,143,72,5779,01,6103
2009,23,02,105973,143,72,4453,01,6103
2009,23,02,72400,143,72,4611,01,6103
2009,23,02,27120,143,72,12723,01,6103
2009,23,02,37832,143,72,12724,01,6103
2009,23,02,17339,143,72,12721,01,6103
2009,23,02,2907,143,72,12725,01,6103
2009,23,02,2627,143,72,16015,01,6103
2009,23,02,46412,143,72,16005,01,6103
2009,23,02,28330,143,72,16006,01,6103
2009,23,02,3436,143,72,16165,01,6103
2009,23,02,24002,143,72,17020,01,6103
2009,23,02,11416,143,72,25296,01,6103
2009,23,02,6720,143,72,27453,01,6103
2009,23,02,15641,143,72,30209,01,6103
2009,23,02,21577,143,72,30459,01,6103
2009,23,02,2529,143,72,30479,01,6103
2009,23,02,2925,143,72,30746,01,6103
2009,23,02,3935,143,72,30748,01,6103
2009,23,02,4200,143,72,30764,01,6103
2010,23,02,1357,143,71,2158,00,6103
2010,23,02,30436,143,71,2169,00,6103
2010,23,02,17525,143,71,8782,00,6103
2010,23,02,18704,143,71,12722,00,6103
2010,23,02,24942,143,71,12723,00,6103
2010,23,02,30266,143,71,12724,00,6103
2010,23,02,16709,143,71,12721,00,6103
2010,23,02,6916,143,71,12725,00,6103
2010,23,02,6856,143,71,16015,00,6103
2010,23,02,7127,143,71,16016,00,6103
2010,23,02,52275,143,71,16005,00,6103
2010,23,02,29494,143,71,16006,00,6103
2010,23,02,141386,143,71,17020,00,6103
2010,23,02,21624,143,71,24368,00,6103
2010,23,02,10378,143,71,25297,00,6103
2010,23,02,46236,143,71,30209,00,6103
2010,23,02,26008,143,71,30211,00,6103
2010,23,02,6982,143,71,30459,00,6103
2010,23,02,36598,143,71,30495,00,6103
2012,28,28,7250,210,74,17695,14,3282
2013,28,28,33700,210,74,17695,14,3282
2014,28,28,20000,210,74,19275,14,3282
2015,28,28,30000,210,74,14935,14,3282
2012,28,28,4830,195,75,24358,00,6103
2011,29,28,18450,217,76,10567,00,6103
2015,16,02,3199,290,77,20091,15,4837
2016,16,02,1600,290,77,20091,15,4837
2012,16,02,7896,70,78,1223,15,1409
2009,23,02,2700,70,78,1083,01,6103
2009,23,02,9729,70,78,1228,01,6103
2009,23,02,6297,70,78,1255,01,6103
2009,23,02,4786,70,78,23278,01,6103
2010,23,02,1557,70,78,1083,01,6103
2010,23,02,6155,70,78,1109,01,6103
2010,23,02,3793,70,78,1195,01,6103
2010,23,02,2125,70,78,1228,01,6103
2010,23,02,2783,70,78,1278,01,6103
2010,23,02,1655,70,78,1279,01,6103
2011,23,02,10295,70,78,22395,15,1409
2011,23,02,18958,70,78,22396,15,1409
2011,23,02,11520,70,78,22397,15,1409
2014,28,28,20000,293,79,10447,15,3605
2016,28,28,20000,293,79,10714,15,3605
2012,28,28,20000,293,79,121,15,3605
2010,29,28,18450,293,80,24272,00,6103
2013,17,14,25000,164,253,28440,39,2938
2013,28,28,823950,164,8082,17695,15,3525
2014,28,28,20000,164,8082,2118,15,3525
2014,28,28,20000,164,8082,25339,15,3525
2010,29,28,450850,164,8082,17695,00,6103
2016,28,28,2800,10,254,1696,15,5895
2016,28,28,4200,10,254,1697,15,5895
2016,28,28,1800,73,254,8484,15,5895
2010,29,28,480290,109,81,17695,00,6103
2015,16,02,1066,85,255,20094,15,5631
2012,28,28,20000,145,256,2714,15,4786
2012,28,28,20000,145,256,10497,15,4786
2013,28,28,20000,145,256,10551,15,4786
2013,28,28,20000,145,256,10552,15,4786
2016,16,02,198195,279,82,33276,15,5653
2016,16,02,129250,279,82,29110,15,5653
2016,16,02,154627,279,82,32389,15,5653
2014,28,28,12284748,279,82,29895,15,5653
2016,28,28,16784748,279,82,29896,15,5653
2014,16,02,208382,279,83,420,31,4204
2015,16,02,249869,279,83,33276,31,4204
2015,16,02,177124,279,83,24363,31,4204
2012,16,02,2629,160,84,17098,15,4706
2012,16,02,68861,160,84,17106,15,4706
2012,16,02,34936,160,84,17145,15,4706
2012,16,02,24255,160,84,17217,15,4706
2012,16,02,423,160,84,17246,15,4706
2013,16,02,70121,160,84,25412,15,4706
2013,16,02,101790,160,84,25492,15,4706
2013,16,02,233534,160,84,25684,15,4706
2013,16,02,68544,160,84,25685,15,4706
2014,16,02,78896,160,84,25492,15,4706
2014,16,02,29326,160,84,25520,15,4706
2014,16,02,75337,160,84,25684,15,4706
2014,16,02,24743,160,84,25685,15,4706
2015,16,02,23031,160,84,25380,15,4706
2015,16,02,60073,160,84,25381,15,4706
2015,16,02,79069,160,84,25492,15,4706
2015,16,02,43376,160,84,25520,15,4706
2015,16,02,104860,160,84,25684,15,4706
2015,16,02,41895,160,84,25681,15,4706
2015,16,02,41895,160,84,25682,15,4706
2015,16,02,31948,160,84,25683,15,4706
2016,16,02,15968,160,84,8959,15,4706
2016,16,02,26493,160,84,22839,15,4706
2016,16,02,22542,160,84,22840,15,4706
2016,16,02,9368,160,84,25492,15,4706
2016,16,02,29032,160,84,25681,15,4706
2016,16,02,29032,160,84,25682,15,4706
2016,16,02,38979,160,84,25683,15,4706
2016,16,02,24049,160,84,31291,15,4706
2011,23,02,7912,160,84,5780,15,4706
2011,23,02,20000,160,84,5781,15,4706
2011,23,02,8182,160,84,6670,15,4706
2011,23,02,18194,160,84,8960,15,4706
2011,23,02,32288,160,84,28192,15,4706
2009,23,02,28619,160,84,17097,15,4706
2009,23,02,24117,160,84,17157,15,4706
2009,23,02,87999,160,84,17217,15,4706
2009,23,02,74368,160,84,33448,15,4706
2010,23,02,37346,160,84,17088,15,4706
2010,23,02,6316,160,84,17097,15,4706
2010,23,02,26880,160,84,17105,15,4706
2010,23,02,4457,160,84,17157,15,4706
2010,23,02,89999,160,84,17217,15,4706
2010,23,02,2880,160,84,33447,15,4706
2010,23,02,4451,160,84,33448,15,4706
2013,17,14,71916,92,85,5867,15,5023
2014,07,17,1311,309,86,33490,39,2070
2012,04,23,1200,248,87,26718,39,1729
2013,04,23,1600,248,87,26718,39,1729
2014,04,23,2460,248,87,26718,39,1729
2014,22,21,695,248,87,19542,39,1729
2016,22,21,774,248,87,19542,39,1729
2016,22,21,550,248,87,21076,39,1729
2009,29,28,11240,161,88,17695,15,3475
2012,28,28,5100,145,257,17695,15,1801
2013,28,28,5570,145,257,17695,15,1801
2014,28,28,59500,120,257,17695,15,1801
2012,28,28,782320,217,96,17695,15,4043
2014,28,28,5000,217,96,24358,15,4043
2016,28,28,14700,217,96,30545,15,4043
2009,29,28,3570,217,96,17695,15,4043
2010,29,28,49260,217,96,17695,15,4043
2014,22,21,292,173,89,19542,39,1831
2016,22,21,159,189,89,19542,39,1831
2009,29,28,29760,12,258,17695,15,3635
2012,28,28,20000,53,259,10426,15,5131
2012,16,01,65000,154,97,2816,39,2293
2013,16,01,65000,154,97,1045,39,2293
2014,16,01,75710,154,97,1046,39,2293
2015,16,01,78210,154,97,1047,39,2293
2016,16,01,79846,154,97,1044,39,2293
2009,23,01,60000,207,97,2814,39,2293
2010,23,01,65000,207,97,2814,39,2293
2011,23,01,138000,207,97,2814,00,6103
2012,16,02,8554,31,90,33824,15,3269
2013,16,02,24159,31,90,33824,15,3269
2009,23,02,571,31,90,778,15,3269
2009,23,02,1658,31,90,967,15,3269
2009,23,02,19711,31,90,4775,15,3269
2010,23,02,18068,31,90,4775,15,3269
2011,23,02,9919,31,90,33824,15,3269
2014,16,02,11000,223,304,23763,15,3544
2014,16,02,23541,223,304,31216,15,3544
2014,16,02,2545,223,304,32323,15,3544
2013,16,02,53799,223,304,31216,15,3544
2011,29,28,18450,215,8084,10329,00,6103
2011,29,28,3000,215,8083,20960,00,6103
