jahr,geber,politikbereich,betrag,plz,name,zweck,empfaengertyp,empfaengerid
2013,11,14,41000,228,4398,33108,39,1096
2013,11,14,98300,228,4398,15860,39,1096
2015,11,14,48700,228,4398,33105,39,1096
2015,11,14,112350,228,4398,15860,39,1096
2015,11,14,3000,228,4398,15939,39,1096
2016,11,14,53570,228,4398,33106,39,1096
2016,11,14,117556,228,4398,15860,39,1096
2012,28,28,2000,228,4398,1978,39,1096
2009,29,28,740,247,4399,17695,15,2334
2015,16,02,4200,136,4400,20157,39,2862
2016,16,02,1500,136,4400,20157,39,2862
2015,30,04,152000,145,4049,13433,39,2381
2016,22,19,40000,145,4049,19272,39,2381
2014,16,02,180802,139,4401,28433,39,1734
2015,16,02,203417,139,4401,19127,39,1734
2016,16,02,356600,139,4401,1808,39,1734
2016,17,14,15000,139,4402,33489,39,936
2016,17,14,40000,139,4402,22544,39,936
2016,17,14,36000,139,4402,31925,39,936
2011,01,13,18836,139,4402,186,39,936
2014,01,23,7312,139,4402,3207,39,936
2015,01,14,6500,139,4402,9419,39,936
2015,01,14,6486,139,4402,9420,39,936
2015,01,23,7312,139,4402,3207,39,936
2016,01,14,6500,139,4402,9419,39,936
2016,01,14,6486,139,4402,9420,39,936
2016,01,23,7312,139,4402,3207,39,936
2012,16,02,26400,139,4402,14951,39,936
2012,16,02,9672,139,4402,17966,39,936
2012,16,02,8540,139,4402,18568,39,936
2012,16,02,23100,139,4402,30650,39,936
2013,16,02,65919,139,4402,14951,39,936
2013,16,02,18068,139,4402,18568,39,936
2013,16,02,46301,139,4402,30650,39,936
2014,16,02,12108,139,4402,14951,39,936
2014,16,02,10486,139,4402,18568,39,936
2014,16,02,14732,139,4402,30650,39,936
2015,16,02,3268,139,4402,12488,39,936
2015,16,02,3271,139,4402,12504,39,936
2016,16,02,19375,139,4402,12488,39,936
2016,16,02,6542,139,4402,12504,39,936
2016,16,02,4673,139,4402,12503,39,936
2016,16,02,10496,139,4402,12519,39,936
2015,17,14,15000,139,4402,33489,39,936
2009,23,02,6470,139,4402,8586,39,936
2009,23,02,9989,139,4402,17485,39,936
2009,23,02,5132,139,4402,17656,39,936
2009,23,02,12858,139,4402,17657,39,936
2009,23,02,1830,139,4402,17658,39,936
2009,23,02,3910,139,4402,17659,39,936
2010,23,02,23935,139,4402,8586,39,936
2010,23,02,10406,139,4402,17656,39,936
2010,23,02,10764,139,4402,17657,39,936
2010,23,02,7330,139,4402,17658,39,936
2010,23,02,8403,139,4402,17659,39,936
2011,23,02,13200,139,4402,14951,39,936
2011,23,02,2052,139,4402,17656,39,936
2011,23,02,2625,139,4402,17657,39,936
2011,23,02,3449,139,4402,17658,39,936
2011,23,02,2073,139,4402,17659,39,936
2010,10,14,1278,155,4403,19742,00,6103
2013,10,14,1869,200,4404,32447,39,1359
2016,28,28,2380,139,8452,8484,15,4953
2015,25,15,116500,176,4018,33306,39,1092
2016,25,15,116500,176,4018,33306,39,1092
2012,20,11,50214,176,4018,6167,39,1092
2013,20,11,54908,176,4018,6298,39,1092
2014,20,11,49061,176,4018,28533,39,1092
2015,20,11,51528,176,4018,28533,39,1092
2016,20,11,52161,176,4018,28533,39,1092
2012,15,17,10700,54,4405,24915,39,1650
2012,28,28,1770700,303,4406,17695,15,870
2009,29,28,62100,303,4406,17695,15,870
2014,28,09,10399,71,4407,7456,00,6103
2011,29,28,5000,262,8453,24358,15,4621
2013,16,02,10930,143,4069,4496,39,642
2010,22,21,3779,143,4069,19542,00,6103
2011,22,21,3231,143,4069,19542,00,6103
2012,22,21,3231,143,4069,19542,00,6103
2013,22,21,3052,143,4069,19542,00,6103
2015,22,21,1966,143,4069,19542,39,642
2010,23,02,6376,143,4069,4496,00,6103
2011,23,02,4508,143,4069,4496,39,642
2014,22,21,2373,143,4069,19542,39,642
2016,22,21,2273,143,4069,19542,39,642
2011,29,28,14700,53,4070,11348,00,6103
2012,28,28,598000,279,4071,17695,15,3473
2009,29,28,66650,279,4071,17695,15,3473
2012,11,21,401,230,4515,18234,39,1742
2013,28,28,243277,176,4072,26159,15,3274
2016,28,28,141253,176,4072,24704,15,3274
2014,16,02,6657,139,4370,6183,39,780
2015,16,02,3515,139,4370,6183,39,780
2010,21,11,50669,82,4073,2711,00,6103
2015,28,28,22950,238,4412,14935,15,3365
2012,17,14,245000,93,4408,5867,15,4903
2015,16,02,4400,145,8454,20216,15,3775
2016,16,02,3600,145,8454,20216,15,3775
2016,28,28,12603,145,8454,2144,15,3775
2012,05,13,32000,161,4074,22780,15,4860
2012,05,13,25000,161,4074,22781,15,4860
2011,05,13,65000,161,4074,22773,15,4860
2013,05,13,30000,161,4074,22781,15,4860
2013,05,13,25000,161,4074,22782,15,4860
2014,05,13,29440,161,4074,22778,15,4860
2014,05,13,25000,161,4074,22779,15,4860
2014,16,02,93518,161,4074,75,15,4860
2014,16,02,24468,161,4074,87,15,4860
2014,16,02,136585,161,4074,160,15,4860
2014,16,02,65440,161,4074,162,15,4860
2014,16,02,62405,161,4074,163,15,4860
2014,16,02,43340,161,4074,164,15,4860
2014,16,02,176149,161,4074,159,15,4860
2014,16,02,1358,161,4074,209,15,4860
2014,16,02,71107,161,4074,226,15,4860
2014,16,02,94400,161,4074,230,15,4860
2014,16,02,99998,161,4074,258,15,4860
2014,16,02,178032,161,4074,280,15,4860
2014,16,02,44738,161,4074,330,15,4860
2014,16,02,89976,161,4074,6493,15,4860
2014,16,02,41036,161,4074,6500,15,4860
2014,16,02,159939,161,4074,6503,15,4860
2014,16,02,1504,161,4074,7286,15,4860
2014,16,02,44180,161,4074,11664,15,4860
2014,16,02,24316,161,4074,11665,15,4860
2014,16,02,44040,161,4074,11805,15,4860
2014,16,02,22881,161,4074,11806,15,4860
2014,16,02,35941,161,4074,11809,15,4860
2014,16,02,93891,161,4074,11811,15,4860
2014,16,02,31001,161,4074,11815,15,4860
2014,16,02,12648,161,4074,11817,15,4860
2014,16,02,15422,161,4074,11968,15,4860
2014,16,02,28611,161,4074,12076,15,4860
2014,16,02,14212,161,4074,12387,15,4860
2014,16,02,11001,161,4074,16138,15,4860
2014,16,02,55040,161,4074,16139,15,4860
2014,16,02,1820,161,4074,17020,15,4860
2014,16,02,4921,161,4074,17023,15,4860
2014,16,02,13719,161,4074,18880,15,4860
2014,16,02,14433,161,4074,18887,15,4860
2014,16,02,36371,161,4074,18888,15,4860
2014,16,02,30381,161,4074,22169,15,4860
2014,16,02,136308,161,4074,23697,15,4860
2014,16,02,5156,161,4074,26939,15,4860
2014,16,02,9223,161,4074,26940,15,4860
2014,16,02,11693,161,4074,27774,15,4860
2014,16,02,16937,161,4074,28967,15,4860
2014,16,02,665,161,4074,29256,15,4860
2016,16,02,25141,161,4074,6495,15,4860
2016,16,02,85630,161,4074,6497,15,4860
2016,16,02,18000,161,4074,6498,15,4860
2016,16,02,46568,161,4074,6591,15,4860
2016,16,02,147128,161,4074,6592,15,4860
2016,16,02,16824,161,4074,11798,15,4860
2016,16,02,85205,161,4074,11799,15,4860
2016,16,02,18128,161,4074,11800,15,4860
2016,16,02,16343,161,4074,11804,15,4860
2016,16,02,3695,161,4074,11806,15,4860
2016,16,02,32933,161,4074,11807,15,4860
2016,16,02,40181,161,4074,11808,15,4860
2016,16,02,61342,161,4074,11812,15,4860
2016,16,02,106615,161,4074,11813,15,4860
2016,16,02,3738,161,4074,11816,15,4860
2016,16,02,13900,161,4074,12168,15,4860
2016,16,02,9815,161,4074,12342,15,4860
2016,16,02,25237,161,4074,14194,15,4860
2016,16,02,3265,161,4074,15225,15,4860
2016,16,02,4600,161,4074,21620,15,4860
2016,16,02,12000,161,4074,23615,15,4860
2016,16,02,28170,161,4074,24366,15,4860
2016,16,02,24239,161,4074,24369,15,4860
2016,16,02,108405,161,4074,24373,15,4860
2016,16,02,30845,161,4074,24374,15,4860
2016,16,02,25313,161,4074,30197,15,4860
2016,16,02,31641,161,4074,30249,15,4860
2016,16,02,8305,161,4074,30368,15,4860
2016,16,02,8295,161,4074,30369,15,4860
2016,16,02,37969,161,4074,30443,15,4860
2014,17,04,24491,161,4074,24388,15,4860
2009,05,10,9918,283,4413,13910,01,6103
2009,05,13,9998,283,4413,387,01,6103
2009,05,14,7655,283,4413,191,01,6103
2009,23,02,40132,283,4075,86,01,6103
2009,23,02,4131,283,4075,181,01,6103
2009,23,02,33817,283,4075,209,01,6103
2009,23,02,2010,283,4075,267,01,6103
2009,23,02,3640,283,4075,324,01,6103
2009,23,02,48289,283,4075,297,01,6103
2009,23,02,4015,283,4075,314,01,6103
2009,23,02,49527,283,4075,328,01,6103
2009,23,02,5791,283,4075,5972,01,6103
2009,23,02,14812,283,4075,7214,01,6103
2009,23,02,7478,283,4075,7215,01,6103
2009,23,02,17591,283,4075,7238,01,6103
2009,23,02,58344,283,4075,7240,01,6103
2009,23,02,30950,283,4075,7241,01,6103
2009,23,02,12101,283,4075,7915,01,6103
2009,23,02,6408,283,4075,7917,01,6103
2009,23,02,5009,283,4075,7916,01,6103
2009,23,02,7589,283,4075,7919,01,6103
2009,23,02,16551,283,4075,7918,01,6103
2009,23,02,6820,283,4075,4383,01,6103
2009,23,02,18886,283,4075,4707,01,6103
2009,23,02,7868,283,4075,4713,01,6103
2009,23,02,25182,283,4075,4740,01,6103
2009,23,02,13556,283,4075,4741,01,6103
2009,23,02,13640,283,4075,4742,01,6103
2009,23,02,8394,283,4075,4944,01,6103
2009,23,02,13490,283,4075,5068,01,6103
2009,23,02,13640,283,4075,5145,01,6103
2009,23,02,10169,283,4075,5402,01,6103
2009,23,02,8993,283,4075,5413,01,6103
2009,23,02,10169,283,4075,5502,01,6103
2009,23,02,12141,283,4075,5575,01,6103
2009,23,02,1370,283,4075,9095,01,6103
2009,23,02,3329,283,4075,9112,01,6103
2009,23,02,5688,283,4075,9266,01,6103
2009,23,02,1697,283,4075,10051,01,6103
2009,23,02,1783,283,4075,12934,01,6103
2009,23,02,1615667,283,4075,14235,01,6103
2009,23,02,66802,283,4075,16180,01,6103
2009,23,02,2967,283,4075,16245,01,6103
2009,23,02,14716,283,4075,17020,01,6103
2009,23,02,2112,283,4075,18037,01,6103
2009,23,02,6225,283,4075,18983,01,6103
2009,23,02,11104,283,4075,18984,01,6103
2009,23,02,1703,283,4075,19570,01,6103
2009,23,02,1996,283,4075,19573,01,6103
2009,23,02,5915,283,4075,19786,01,6103
2009,23,02,11583,283,4075,19787,01,6103
2009,23,02,4222,283,4075,22117,01,6103
2009,23,02,5578,283,4075,22169,01,6103
2009,23,02,11752,283,4075,22170,01,6103
2009,23,02,3569,283,4075,24377,01,6103
2009,23,02,12068,283,4075,26112,01,6103
2009,23,02,11034,283,4075,26114,01,6103
2009,23,02,4554,283,4075,26117,01,6103
2009,23,02,1482,283,4075,28815,01,6103
2009,23,02,149386,283,4075,26942,01,6103
2009,23,02,3863,283,4075,27018,01,6103
2009,23,02,3934,283,4075,27058,01,6103
2009,23,02,8669,283,4075,27059,01,6103
2009,23,02,1944,283,4075,28054,01,6103
2009,23,02,12000,283,4075,28062,01,6103
2009,23,02,9513,283,4075,28272,01,6103
2009,23,02,5935,283,4075,28968,01,6103
2009,23,02,5328,283,4075,28986,01,6103
2009,23,02,24658,283,4075,29254,01,6103
2009,23,02,15765,283,4075,29255,01,6103
2009,23,02,69862,283,4075,29466,01,6103
2009,23,02,1023,283,4075,30774,01,6103
2010,23,02,2098,283,4075,4383,01,6103
2010,23,02,1573,283,4075,4707,01,6103
2010,23,02,7299,283,4075,4741,01,6103
2010,23,02,3147,283,4075,4742,01,6103
2010,23,02,1986,283,4075,5145,01,6103
2010,23,02,8717,283,4075,5402,01,6103
2010,23,02,16188,283,4075,5413,01,6103
2010,23,02,8717,283,4075,5502,01,6103
2010,23,02,6745,283,4075,5575,01,6103
2013,16,02,60487,161,4074,70,15,4860
2013,16,02,126454,161,4074,75,15,4860
2013,16,02,76641,161,4074,87,15,4860
2013,16,02,261827,161,4074,160,15,4860
2013,16,02,107304,161,4074,162,15,4860
2013,16,02,79719,161,4074,163,15,4860
2013,16,02,73181,161,4074,164,15,4860
2013,16,02,471303,161,4074,159,15,4860
2013,16,02,37400,161,4074,209,15,4860
2013,16,02,178198,161,4074,226,15,4860
2013,16,02,127895,161,4074,230,15,4860
2013,16,02,305000,161,4074,258,15,4860
2013,16,02,426479,161,4074,280,15,4860
2013,16,02,73307,161,4074,330,15,4860
2013,16,02,39350,161,4074,7238,15,4860
2013,16,02,12579,161,4074,7286,15,4860
2013,16,02,23968,161,4074,7915,15,4860
2013,16,02,15621,161,4074,15980,15,4860
2013,16,02,69086,161,4074,16138,15,4860
2013,16,02,77191,161,4074,16139,15,4860
2013,16,02,15000,161,4074,17021,15,4860
2013,16,02,29400,161,4074,18561,15,4860
2013,16,02,15438,161,4074,18880,15,4860
2013,16,02,51461,161,4074,18887,15,4860
2013,16,02,43141,161,4074,18888,15,4860
2013,16,02,130082,161,4074,22169,15,4860
2013,16,02,250000,161,4074,23707,15,4860
2013,16,02,12920,161,4074,24378,15,4860
2013,16,02,22064,161,4074,26113,15,4860
2013,16,02,33735,161,4074,26939,15,4860
2013,16,02,46315,161,4074,26940,15,4860
2013,16,02,18020,161,4074,26941,15,4860
2013,16,02,19029,161,4074,27891,15,4860
2013,16,02,8612,161,4074,27774,15,4860
2013,16,02,27275,161,4074,28061,15,4860
2013,16,02,10292,161,4074,28967,15,4860
2013,16,02,24398,161,4074,29256,15,4860
2015,17,14,546000,161,4074,5817,15,4860
2010,23,02,81555,161,4077,03,00,6103
2011,23,02,26505,161,4074,70,15,4860
2011,23,02,16568,161,4074,86,15,4860
2011,23,02,89705,161,4074,107,15,4860
2011,23,02,69558,161,4074,108,15,4860
2011,23,02,17024,161,4074,209,15,4860
2011,23,02,31772,161,4074,227,15,4860
2011,23,02,36368,161,4074,258,15,4860
2011,23,02,9573,161,4074,297,15,4860
2011,23,02,18969,161,4074,298,15,4860
2011,23,02,26151,161,4074,315,15,4860
2011,23,02,1326,161,4074,328,15,4860
2011,23,02,5201,161,4074,5973,15,4860
2011,23,02,17670,161,4074,7238,15,4860
2011,23,02,5505,161,4074,7239,15,4860
2011,23,02,39226,161,4074,7242,15,4860
2011,23,02,8835,161,4074,7915,15,4860
2011,23,02,788,161,4074,7918,15,4860
2011,23,02,123633,161,4074,00,15,4860
2011,23,02,761020,161,4074,14235,15,4860
2011,23,02,6112,161,4074,15980,15,4860
2011,23,02,35848,161,4074,17020,15,4860
2011,23,02,7049,161,4074,17773,15,4860
2011,23,02,4628,161,4074,18559,15,4860
2011,23,02,14745,161,4074,18558,15,4860
2011,23,02,26336,161,4074,18561,15,4860
2011,23,02,11454,161,4074,19566,15,4860
2011,23,02,17434,161,4074,22630,15,4860
2011,23,02,8360,161,4074,24378,15,4860
2011,23,02,12012,161,4074,26113,15,4860
2011,23,02,6305,161,4074,26114,15,4860
2011,23,02,8512,161,4074,26941,15,4860
2011,23,02,8835,161,4074,27891,15,4860
2011,23,02,3670,161,4074,28060,15,4860
2011,23,02,8835,161,4074,28061,15,4860
2011,23,02,7475,161,4074,28999,15,4860
2011,23,02,36017,161,4074,29254,15,4860
2011,23,02,8835,161,4074,29256,15,4860
2012,16,02,17670,161,4074,70,15,4860
2012,16,02,46000,161,4074,75,15,4860
2012,16,02,2704,161,4074,86,15,4860
2012,16,02,54868,161,4074,87,15,4860
2012,16,02,88884,161,4074,160,15,4860
2012,16,02,31482,161,4074,162,15,4860
2012,16,02,32757,161,4074,163,15,4860
2012,16,02,22581,161,4074,164,15,4860
2012,16,02,313552,161,4074,159,15,4860
2012,16,02,17891,161,4074,209,15,4860
2012,16,02,100124,161,4074,226,15,4860
2012,16,02,1441,161,4074,227,15,4860
2012,16,02,46314,161,4074,230,15,4860
2012,16,02,111600,161,4074,258,15,4860
2012,16,02,261036,161,4074,280,15,4860
2012,16,02,366,161,4074,297,15,4860
2012,16,02,4596,161,4074,298,15,4860
2012,16,02,22707,161,4074,330,15,4860
2012,16,02,579,161,4074,5973,15,4860
2012,16,02,11553,161,4074,7238,15,4860
2012,16,02,397,161,4074,7239,15,4860
2012,16,02,3073,161,4074,7240,15,4860
2012,16,02,8155,161,4074,7915,15,4860
2012,16,02,516,161,4074,7918,15,4860
2012,16,02,9175,161,4074,00,15,4860
2012,16,02,8150,161,4074,15980,15,4860
2012,16,02,11577,161,4074,16180,15,4860
2012,16,02,43057,161,4074,17020,15,4860
2012,16,02,608,161,4074,18559,15,4860
2012,16,02,1812,161,4074,18558,15,4860
2012,16,02,614,161,4074,18561,15,4860
2012,16,02,5832,161,4074,22599,15,4860
2012,16,02,3800,161,4074,24378,15,4860
2012,16,02,2182,161,4074,26112,15,4860
2012,16,02,8212,161,4074,26113,15,4860
2012,16,02,1569,161,4074,26114,15,4860
2012,16,02,454,161,4074,26117,15,4860
2012,16,02,8150,161,4074,26941,15,4860
2012,16,02,6796,161,4074,27891,15,4860
2012,16,02,575,161,4074,28060,15,4860
2012,16,02,8155,161,4074,28061,15,4860
2012,16,02,673,161,4074,28999,15,4860
2012,16,02,3273,161,4074,29254,15,4860
2012,16,02,8155,161,4074,29256,15,4860
2015,16,02,37120,161,4074,6495,15,4860
2015,16,02,108286,161,4074,6496,15,4860
2015,16,02,142026,161,4074,6498,15,4860
2015,16,02,30607,161,4074,6500,15,4860
2015,16,02,14557,161,4074,6503,15,4860
2015,16,02,9216,161,4074,9697,15,4860
2015,16,02,14547,161,4074,11664,15,4860
2015,16,02,10501,161,4074,11665,15,4860
2015,16,02,15516,161,4074,11798,15,4860
2015,16,02,15516,161,4074,11800,15,4860
2015,16,02,22900,161,4074,11804,15,4860
2015,16,02,11855,161,4074,11805,15,4860
2015,16,02,46578,161,4074,11806,15,4860
2015,16,02,22386,161,4074,11807,15,4860
2015,16,02,46436,161,4074,11808,15,4860
2015,16,02,18926,161,4074,11809,15,4860
2015,16,02,50428,161,4074,11811,15,4860
2015,16,02,74487,161,4074,11812,15,4860
2015,16,02,18413,161,4074,11815,15,4860
2015,16,02,4173,161,4074,11816,15,4860
2015,16,02,3489,161,4074,11817,15,4860
2015,16,02,16824,161,4074,11968,15,4860
2015,16,02,10646,161,4074,12076,15,4860
2015,16,02,4281,161,4074,12168,15,4860
2015,16,02,5949,161,4074,12342,15,4860
2015,16,02,16824,161,4074,12387,15,4860
2015,16,02,11216,161,4074,12614,15,4860
2015,16,02,26653,161,4074,12649,15,4860
2015,16,02,2794,161,4074,18888,15,4860
2015,16,02,79430,161,4074,23810,15,4860
2013,17,04,17493,161,4074,24388,15,4860
2010,23,02,8155,161,4076,70,00,6103
2010,23,02,60226,161,4076,86,00,6103
2010,23,02,40024,161,4076,209,00,6103
2010,23,02,52334,161,4076,227,00,6103
2010,23,02,55487,161,4076,297,00,6103
2010,23,02,90428,161,4076,298,00,6103
2010,23,02,21792,161,4076,315,00,6103
2010,23,02,60570,161,4076,328,00,6103
2010,23,02,3686,161,4076,5973,00,6103
2010,23,02,2098,161,4076,7214,00,6103
2010,23,02,10600,161,4076,7215,00,6103
2010,23,02,9446,161,4076,7238,00,6103
2010,23,02,2263,161,4076,7239,00,6103
2010,23,02,33049,161,4076,7240,00,6103
2010,23,02,11529,161,4076,7241,00,6103
2010,23,02,30510,161,4076,7242,00,6103
2010,23,02,4938,161,4076,7915,00,6103
2010,23,02,7421,161,4076,7916,00,6103
2010,23,02,1049,161,4076,7919,00,6103
2010,23,02,12609,161,4076,7918,00,6103
2010,23,02,1607451,161,4076,14235,00,6103
2010,23,02,34282,161,4076,16180,00,6103
2010,23,02,20729,161,4076,17020,00,6103
2010,23,02,36659,161,4076,17773,00,6103
2010,23,02,2129,161,4076,18559,00,6103
2010,23,02,7372,161,4076,18558,00,6103
2010,23,02,7811,161,4076,18984,00,6103
2010,23,02,68781,161,4076,19566,00,6103
2010,23,02,8416,161,4076,19787,00,6103
2010,23,02,30510,161,4076,22630,00,6103
2010,23,02,7139,161,4076,22170,00,6103
2010,23,02,7571,161,4076,26112,00,6103
2010,23,02,18915,161,4076,26114,00,6103
2010,23,02,5920,161,4076,26117,00,6103
2010,23,02,97631,161,4076,26942,00,6103
2010,23,02,1049,161,4076,27058,00,6103
2010,23,02,3012,161,4076,27059,00,6103
2010,23,02,2718,161,4076,27891,00,6103
2010,23,02,3058,161,4076,28060,00,6103
2010,23,02,2129,161,4076,28061,00,6103
2010,23,02,4675,161,4076,28062,00,6103
2010,23,02,4961,161,4076,28999,00,6103
2010,23,02,61994,161,4076,29254,00,6103
2010,23,02,24448,161,4076,29255,00,6103
2010,23,02,3330,161,4076,29256,00,6103
2010,29,28,13940,185,4516,17695,00,6103
2013,16,02,5000,97,4414,29888,39,2790
2014,16,02,9687,97,4414,16230,39,2790
2014,28,28,14560,204,4415,31348,15,825
2015,28,28,14560,204,4415,31348,15,825
2009,29,28,5000,23,4409,24358,15,3628
2013,16,02,5000,228,4410,19788,39,2934
2016,11,17,1400,403,4410,22542,39,2934
2016,30,17,43800,403,4410,21728,39,2934
2014,11,17,350,228,4410,22547,39,2934
2009,15,17,30000,143,4078,31444,00,6103
2013,28,28,3817,53,4416,21344,15,4743
2015,28,28,2366,62,4416,7682,15,4743
2016,28,28,2408,62,4416,7677,15,4743
2011,29,28,17691,12,4416,29948,00,6103
2015,04,17,7500,10,4411,2146,39,1446
2016,04,17,4710,10,4411,8761,39,1446
2014,14,17,25000,31,4417,18385,39,1845
2011,05,17,12600,10,4423,16529,39,2472
2012,05,17,10000,10,4419,28305,00,6103
2014,17,14,25000,79,4418,28440,15,5107
2016,16,02,7477,157,4420,27813,39,2033
2009,05,10,5622,10,4423,21550,39,2472
2010,05,10,10000,10,4423,21549,39,2472
2011,05,13,10000,10,4423,28730,39,2472
2014,05,17,1065,10,4423,19817,39,2472
2014,05,04,10000,10,4423,7621,39,2472
2015,05,17,500,10,4423,19835,39,2472
2009,15,17,3827,10,4423,33964,39,2472
2013,15,17,12300,10,4423,33281,39,2472
2015,17,04,2330,10,4423,24613,39,2472
2013,05,04,10000,10,4423,7621,39,2472
2013,05,17,1696,10,4423,19817,39,2472
2011,15,17,10000,62,4424,9082,39,1306
2013,15,17,87100,62,4424,22481,39,1306
2016,15,17,80000,33,4424,23275,39,1306
2013,04,10,35000,287,4425,2995,39,2454
2013,04,20,2027,287,4425,26287,39,2454
2014,04,10,50000,287,4425,2995,39,2454
2012,16,02,47232,287,4425,8118,39,2454
2013,16,02,141696,287,4425,8118,39,2454
2013,16,02,102922,287,4425,14791,39,2454
2013,16,02,54000,287,4425,25770,39,2454
2013,16,02,51300,287,4425,25771,39,2454
2014,16,02,35424,287,4425,8118,39,2454
2014,16,02,1682,287,4425,12389,39,2454
2014,16,02,74943,287,4425,14791,39,2454
2014,16,02,7500,287,4425,19654,39,2454
2014,16,02,16800,287,4425,25275,39,2454
2014,16,02,33600,287,4425,25361,39,2454
2014,16,13,15650,287,4425,12997,39,2454
2015,16,02,18689,287,4425,12554,39,2454
2015,16,02,27139,287,4425,25361,39,2454
2015,16,02,29750,287,4425,25377,39,2454
2015,16,13,39950,287,4425,7553,39,2454
2016,16,02,38589,287,4425,12554,39,2454
2016,16,13,9790,287,4425,9918,39,2454
2009,23,13,43918,287,4425,31387,39,2454
2011,23,02,7872,287,4425,31496,39,2454
2012,30,17,1000000,73,4426,13398,00,6103
2014,16,02,3973,73,4426,11979,39,1311
2014,16,02,7552,73,4426,16719,39,1311
2015,16,02,397,73,4426,11979,39,1311
2009,23,02,25746,73,4426,9372,39,1311
2009,23,02,2258,73,4426,9373,39,1311
2009,23,02,58920,73,4426,26759,39,1311
2010,23,02,27167,73,4426,9372,39,1311
2010,23,02,12609,73,4426,26759,39,1311
2011,30,17,20000,269,4427,32831,39,1380
2016,15,17,4500,157,4428,30663,39,3106
2010,04,17,2500,08,4429,32017,00,6103
2010,15,17,5115,08,8455,31457,39,2377
2016,30,17,195000,309,4477,21717,39,1557
2010,11,17,500,233,4430,19027,00,6103
2012,11,17,450,233,4430,3274,39,1763
2016,11,17,700,233,4430,8714,39,1763
2011,15,17,110000,12,4431,7381,15,4531
2010,15,17,104892,12,4431,7381,15,4531
2010,15,17,87932,12,4431,19718,15,4531
2012,15,17,243100,12,4431,7381,15,4531
2012,15,17,19903,12,4431,19719,15,4531
2013,15,17,252400,12,4431,7381,15,4531
2013,15,17,61159,12,4431,19719,15,4531
2014,15,17,254900,23,4431,7381,15,4531
2014,15,17,55281,23,4431,19719,15,4531
2015,15,17,256900,12,4431,7381,15,4531
2015,15,17,29734,23,4431,19719,15,4531
2016,15,17,247550,12,4431,7381,15,4531
2015,16,02,22522,23,4431,9590,15,4531
2015,16,02,9350,23,4431,9696,15,4531
2016,16,02,850,23,4431,9696,15,4531
2011,15,17,5120,313,8456,6425,39,2869
2014,15,17,5475,315,8456,653,39,2869
2013,30,17,19000,313,8456,21961,39,2869
2014,01,17,2545,119,4432,25974,39,2128
2012,01,17,4000,119,4432,18391,39,2128
2009,15,17,20000,00,4432,25965,39,2128
2010,15,17,27900,119,4432,25966,39,2128
2012,15,17,20000,119,4432,25972,39,2128
2013,15,17,70000,119,4432,8292,39,2128
2012,15,17,30000,119,4432,8292,39,2128
2010,15,17,15000,344,4421,29126,39,2671
2012,15,17,9500,344,4421,28825,39,2671
2012,05,25,10000,161,4433,30043,00,6103
2015,05,25,18135,159,4434,26138,39,2742
2016,05,25,30746,159,4434,26138,39,2742
2010,15,17,5220,152,4435,16513,39,1738
2013,15,17,5782,152,4435,18897,39,1738
2013,15,17,19380,152,4435,21289,39,1738
2014,15,17,5859,152,4435,30608,39,1738
2012,15,17,10000,152,4435,3227,39,1738
2012,15,17,5780,152,4435,22576,39,1738
2009,05,10,8892,152,4435,22517,39,1738
2009,05,14,2600,152,4435,18729,39,1738
2009,05,17,1500,152,4435,24220,39,1738
2009,05,17,10000,152,4435,32077,39,1738
2010,05,14,2600,152,4435,18730,39,1738
2010,05,17,960,152,4435,466,39,1738
2010,05,17,5339,152,4435,623,39,1738
2010,05,17,1720,152,4435,23106,39,1738
2011,05,14,2600,152,4435,625,39,1738
2011,05,17,16000,152,4435,19817,39,1738
2011,05,17,25650,152,4435,19851,39,1738
2014,05,14,3500,152,4435,32195,39,1738
2014,05,17,67000,152,4435,19565,39,1738
2014,05,17,22000,152,4435,19817,39,1738
2014,05,17,30544,152,4435,32235,39,1738
2014,05,20,2000,152,4435,624,39,1738
2015,05,14,6000,152,4435,18646,39,1738
2015,05,17,15500,152,4435,19824,39,1738
2015,05,17,5500,152,4435,19826,39,1738
2015,05,17,6000,152,4435,19825,39,1738
2015,05,17,9000,152,4435,19828,39,1738
2015,05,20,2000,152,4435,624,39,1738
2015,05,23,33250,152,4435,7625,39,1738
2015,05,23,33312,152,4435,7635,39,1738
2015,05,23,30312,152,4435,22936,39,1738
2016,05,14,3500,152,4435,18050,39,1738
2016,05,14,14000,152,4435,18646,39,1738
2016,05,17,93250,152,4435,14370,39,1738
2016,05,17,6000,152,4435,19823,39,1738
2016,05,17,16000,152,4435,19827,39,1738
2016,05,17,5000,152,4435,19830,39,1738
2016,05,17,5000,152,4435,19842,39,1738
2016,05,17,6000,152,4435,19841,39,1738
2016,05,17,80000,152,4435,19847,39,1738
2016,05,17,24000,152,4435,19849,39,1738
2016,05,23,33250,152,4435,7625,39,1738
2016,05,23,60000,152,4435,7633,39,1738
2015,14,17,6000,152,4435,20858,39,1738
2016,14,17,5000,152,4435,22570,39,1738
2009,15,17,15000,152,4435,13230,39,1738
2012,16,02,48000,152,4435,19631,39,1738
2012,16,02,2753,152,4435,19636,39,1738
2012,16,02,833,152,4435,19640,39,1738
2012,16,02,10625,152,4435,19735,39,1738
2012,16,02,14398,152,4435,19743,39,1738
